C,CC,H,CTY,FDELASH
cbeef,cbeef,Urban,AFG,-0.271462656666571
cbeef,cbeef,Urban,AGO,-0.367500000000001
cbeef,cbeef,Urban,ALB,-0.211054446732228
cbeef,cbeef,Urban,ARG,-0.272376961737982
cbeef,cbeef,Urban,ARM,-0.106084277677442
cbeef,cbeef,Urban,AUS,-0.209153820363645
cbeef,cbeef,Urban,AUT,-0.287515912217219
cbeef,cbeef,Urban,AZE,-0.106084277677442
cbeef,cbeef,Urban,BDI,-0.409684950857038
cbeef,cbeef,Urban,BEN,-0.342500000000001
cbeef,cbeef,Urban,BFA,-0.431032219760578
cbeef,cbeef,Urban,BGD,-0.193541488338084
cbeef,cbeef,Urban,BGR,-0.211134879355807
cbeef,cbeef,Urban,BLR,-0.240145138241987
cbeef,cbeef,Urban,BLT,-0.240145138241987
cbeef,cbeef,Urban,BLX,-0.289010109074594
cbeef,cbeef,Urban,BLZ,-0.194311796437431
cbeef,cbeef,Urban,BOL,-0.196211452411222
cbeef,cbeef,Urban,BRA,-0.335661509606297
cbeef,cbeef,Urban,BTN,-0.268337851654752
cbeef,cbeef,Urban,BWA,-0.367500000000001
cbeef,cbeef,Urban,CAF,-0.389798599670011
cbeef,cbeef,Urban,CAN,-0.259284209876763
cbeef,cbeef,Urban,CHL,-0.19089785310298
cbeef,cbeef,Urban,CHM,-0.137432128892928
cbeef,cbeef,Urban,CHP,-0.287515912217219
cbeef,cbeef,Urban,CIV,-0.386719234927243
cbeef,cbeef,Urban,CMR,-0.342500000000001
cbeef,cbeef,Urban,COD,-0.382105629702866
cbeef,cbeef,Urban,COG,-0.365569575712785
cbeef,cbeef,Urban,COL,-0.22058396147196
cbeef,cbeef,Urban,CRB,-0.131041644620884
cbeef,cbeef,Urban,CRI,-0.194311796437431
cbeef,cbeef,Urban,CUB,-0.194311796437431
cbeef,cbeef,Urban,CYP,-0.195438289121172
cbeef,cbeef,Urban,CZE,-0.211134879355807
cbeef,cbeef,Urban,DEU,-0.288963308257443
cbeef,cbeef,Urban,DJI,-0.454076357922998
cbeef,cbeef,Urban,DNK,-0.288735910402708
cbeef,cbeef,Urban,DOM,-0.194311796437431
cbeef,cbeef,Urban,DZA,-0.0374617912253104
cbeef,cbeef,Urban,ECU,-0.188423542293746
cbeef,cbeef,Urban,EGY,-0.285340747750088
cbeef,cbeef,Urban,ERI,-0.392500000000001
cbeef,cbeef,Urban,ETH,-0.392500000000001
cbeef,cbeef,Urban,FJI,-0.131041644620884
cbeef,cbeef,Urban,FNP,-0.288735910402708
cbeef,cbeef,Urban,FRP,-0.288870643751773
cbeef,cbeef,Urban,GAB,-0.342500000000001
cbeef,cbeef,Urban,GEO,-0.106084277677442
cbeef,cbeef,Urban,GHA,-0.388065893896447
cbeef,cbeef,Urban,GIN,-0.381030141553915
cbeef,cbeef,Urban,GMB,-0.385752592217056
cbeef,cbeef,Urban,GNB,-0.382738874537667
cbeef,cbeef,Urban,GNQ,-0.342500000000001
cbeef,cbeef,Urban,GRC,-0.211054446732228
cbeef,cbeef,Urban,GSA,-0.198295795463756
cbeef,cbeef,Urban,GTM,-0.194311796437431
cbeef,cbeef,Urban,HND,-0.194311796437431
cbeef,cbeef,Urban,HRV,-0.211054446732228
cbeef,cbeef,Urban,HTI,-0.194311796437431
cbeef,cbeef,Urban,HUN,-0.211134879355807
cbeef,cbeef,Urban,IDN,-0.0698861799000329
cbeef,cbeef,Urban,IND,-0.441593574231746
cbeef,cbeef,Urban,IRL,-0.288507323974555
cbeef,cbeef,Urban,IRN,-0.0491679755350238
cbeef,cbeef,Urban,IRQ,-0.1920944273959
cbeef,cbeef,Urban,ISL,-0.288735910402708
cbeef,cbeef,Urban,ISR,-0.258901878548324
cbeef,cbeef,Urban,ITP,-0.289072842373133
cbeef,cbeef,Urban,JAM,-0.131041644620884
cbeef,cbeef,Urban,JOR,-0.0414260090855443
cbeef,cbeef,Urban,JPN,-0.196868714797958
cbeef,cbeef,Urban,KAZ,-0.237827780324513
cbeef,cbeef,Urban,KEN,-0.40937822679463
cbeef,cbeef,Urban,KGZ,-0.135131720077444
cbeef,cbeef,Urban,KHM,-0.116000148311244
cbeef,cbeef,Urban,KOR,-0.0694274769002908
cbeef,cbeef,Urban,LAO,-0.116000148311244
cbeef,cbeef,Urban,LBN,-0.0621697041169467
cbeef,cbeef,Urban,LBR,-0.385167503822446
cbeef,cbeef,Urban,LBY,-0.0418550876656311
cbeef,cbeef,Urban,LKA,-0.269492522631061
cbeef,cbeef,Urban,LSO,-0.367500000000001
cbeef,cbeef,Urban,MDA,-0.211134879355807
cbeef,cbeef,Urban,MDG,-0.411722003054526
cbeef,cbeef,Urban,MEX,-0.224425940173389
cbeef,cbeef,Urban,MLI,-0.392500000000001
cbeef,cbeef,Urban,MMR,-0.13297461310814
cbeef,cbeef,Urban,MNG,-0.0647875492665481
cbeef,cbeef,Urban,MOR,-0.0717800944762078
cbeef,cbeef,Urban,MOZ,-0.418385143922192
cbeef,cbeef,Urban,MRT,-0.45476125341831
cbeef,cbeef,Urban,MWI,-0.414969065268897
cbeef,cbeef,Urban,MYS,-0.0466482073439888
cbeef,cbeef,Urban,NAM,-0.367500000000001
cbeef,cbeef,Urban,NER,-0.427168837432042
cbeef,cbeef,Urban,NGA,-0.455189473804207
cbeef,cbeef,Urban,NIC,-0.194311796437431
cbeef,cbeef,Urban,NLD,-0.288926154797762
cbeef,cbeef,Urban,NOR,-0.288735910402708
cbeef,cbeef,Urban,NPL,-0.269838720537564
cbeef,cbeef,Urban,NZL,-0.259311901774147
cbeef,cbeef,Urban,OAO,-0.131041644620884
cbeef,cbeef,Urban,OBN,-0.211054446732228
cbeef,cbeef,Urban,OIO,-0.131041644620884
cbeef,cbeef,Urban,OPO,-0.131041644620884
cbeef,cbeef,Urban,OSA,-0.0663822074083286
cbeef,cbeef,Urban,PAK,-0.377601597132738
cbeef,cbeef,Urban,PAN,-0.194311796437431
cbeef,cbeef,Urban,PER,-0.190211041660035
cbeef,cbeef,Urban,PHL,-0.0691450735644006
cbeef,cbeef,Urban,PNG,-0.0845408142327172
cbeef,cbeef,Urban,POL,-0.21227014518499
cbeef,cbeef,Urban,PRK,-0.0834946349718492
cbeef,cbeef,Urban,PRT,-0.288913524817339
cbeef,cbeef,Urban,PRY,-0.196211452411222
cbeef,cbeef,Urban,PSE,-0.385167503822446
cbeef,cbeef,Urban,RAP,-0.0666048380647815
cbeef,cbeef,Urban,ROU,-0.211134879355807
cbeef,cbeef,Urban,RUS,-0.247909794713109
cbeef,cbeef,Urban,RWA,-0.417182829112955
cbeef,cbeef,Urban,SAU,-0.0666048380647815
cbeef,cbeef,Urban,SDN,-0.109830266054806
cbeef,cbeef,Urban,SEN,-0.385266783650636
cbeef,cbeef,Urban,SLB,-0.131041644620884
cbeef,cbeef,Urban,SLE,-0.386784746102447
cbeef,cbeef,Urban,SLV,-0.194311796437431
cbeef,cbeef,Urban,SOM,-0.454820800564293
cbeef,cbeef,Urban,SPP,-0.288913524817339
cbeef,cbeef,Urban,SVK,-0.211134879355807
cbeef,cbeef,Urban,SVN,-0.211054446732228
cbeef,cbeef,Urban,SWE,-0.288735910402708
cbeef,cbeef,Urban,SWZ,-0.410282714331114
cbeef,cbeef,Urban,SYR,-0.0746735185274439
cbeef,cbeef,Urban,TCD,-0.392500000000001
cbeef,cbeef,Urban,TGO,-0.385624692386756
cbeef,cbeef,Urban,THA,-0.0950402618579988
cbeef,cbeef,Urban,TJK,-0.106084277677442
cbeef,cbeef,Urban,TKM,-0.131925392990937
cbeef,cbeef,Urban,TLS,-0.0845408142327172
cbeef,cbeef,Urban,TUN,-0.0771449859459947
cbeef,cbeef,Urban,TUR,-0.174036190823477
cbeef,cbeef,Urban,TZA,-0.416185641363417
cbeef,cbeef,Urban,UGA,-0.411971058462281
cbeef,cbeef,Urban,UKP,-0.288507323974555
cbeef,cbeef,Urban,UKR,-0.239858006504049
cbeef,cbeef,Urban,URY,-0.226917537904726
cbeef,cbeef,Urban,USA,-0.234280878746024
cbeef,cbeef,Urban,UZB,-0.24363283994043
cbeef,cbeef,Urban,VEN,-0.198295795463756
cbeef,cbeef,Urban,VNM,-0.201991514472122
cbeef,cbeef,Urban,VUT,-0.131041644620884
cbeef,cbeef,Urban,YEM,-0.0666048380647815
cbeef,cbeef,Urban,ZAF,-0.218441804495758
cbeef,cbeef,Urban,ZMB,-0.367500000000001
cbeef,cbeef,Urban,ZWE,-0.367500000000001
cbeef,cbeef,rural,AFG,-0.271462656666571
cbeef,cbeef,rural,AGO,-0.367500000000001
cbeef,cbeef,rural,ALB,-0.211054446732228
cbeef,cbeef,rural,ARG,-0.272376961737982
cbeef,cbeef,rural,ARM,-0.106084277677442
cbeef,cbeef,rural,AUS,-0.209153820363645
cbeef,cbeef,rural,AUT,-0.287515912217219
cbeef,cbeef,rural,AZE,-0.106084277677442
cbeef,cbeef,rural,BDI,-0.409684950857038
cbeef,cbeef,rural,BEN,-0.342500000000001
cbeef,cbeef,rural,BFA,-0.431032219760578
cbeef,cbeef,rural,BGD,-0.193541488338084
cbeef,cbeef,rural,BGR,-0.211134879355807
cbeef,cbeef,rural,BLR,-0.240145138241987
cbeef,cbeef,rural,BLT,-0.240145138241987
cbeef,cbeef,rural,BLX,-0.289010109074594
cbeef,cbeef,rural,BLZ,-0.194311796437431
cbeef,cbeef,rural,BOL,-0.196211452411222
cbeef,cbeef,rural,BRA,-0.335661509606297
cbeef,cbeef,rural,BTN,-0.268337851654752
cbeef,cbeef,rural,BWA,-0.367500000000001
cbeef,cbeef,rural,CAF,-0.389798599670011
cbeef,cbeef,rural,CAN,-0.259284209876763
cbeef,cbeef,rural,CHL,-0.19089785310298
cbeef,cbeef,rural,CHM,-0.137432128892928
cbeef,cbeef,rural,CHP,-0.287515912217219
cbeef,cbeef,rural,CIV,-0.386719234927243
cbeef,cbeef,rural,CMR,-0.342500000000001
cbeef,cbeef,rural,COD,-0.382105629702866
cbeef,cbeef,rural,COG,-0.365569575712785
cbeef,cbeef,rural,COL,-0.22058396147196
cbeef,cbeef,rural,CRB,-0.131041644620884
cbeef,cbeef,rural,CRI,-0.194311796437431
cbeef,cbeef,rural,CUB,-0.194311796437431
cbeef,cbeef,rural,CYP,-0.195438289121172
cbeef,cbeef,rural,CZE,-0.211134879355807
cbeef,cbeef,rural,DEU,-0.288963308257443
cbeef,cbeef,rural,DJI,-0.454076357922998
cbeef,cbeef,rural,DNK,-0.288735910402708
cbeef,cbeef,rural,DOM,-0.194311796437431
cbeef,cbeef,rural,DZA,-0.0374617912253104
cbeef,cbeef,rural,ECU,-0.188423542293746
cbeef,cbeef,rural,EGY,-0.285340747750088
cbeef,cbeef,rural,ERI,-0.392500000000001
cbeef,cbeef,rural,ETH,-0.392500000000001
cbeef,cbeef,rural,FJI,-0.131041644620884
cbeef,cbeef,rural,FNP,-0.288735910402708
cbeef,cbeef,rural,FRP,-0.288870643751773
cbeef,cbeef,rural,GAB,-0.342500000000001
cbeef,cbeef,rural,GEO,-0.106084277677442
cbeef,cbeef,rural,GHA,-0.388065893896447
cbeef,cbeef,rural,GIN,-0.381030141553915
cbeef,cbeef,rural,GMB,-0.385752592217056
cbeef,cbeef,rural,GNB,-0.382738874537667
cbeef,cbeef,rural,GNQ,-0.342500000000001
cbeef,cbeef,rural,GRC,-0.211054446732228
cbeef,cbeef,rural,GSA,-0.198295795463756
cbeef,cbeef,rural,GTM,-0.194311796437431
cbeef,cbeef,rural,HND,-0.194311796437431
cbeef,cbeef,rural,HRV,-0.211054446732228
cbeef,cbeef,rural,HTI,-0.194311796437431
cbeef,cbeef,rural,HUN,-0.211134879355807
cbeef,cbeef,rural,IDN,-0.0698861799000329
cbeef,cbeef,rural,IND,-0.441593574231746
cbeef,cbeef,rural,IRL,-0.288507323974555
cbeef,cbeef,rural,IRN,-0.0491679755350238
cbeef,cbeef,rural,IRQ,-0.1920944273959
cbeef,cbeef,rural,ISL,-0.288735910402708
cbeef,cbeef,rural,ISR,-0.258901878548324
cbeef,cbeef,rural,ITP,-0.289072842373133
cbeef,cbeef,rural,JAM,-0.131041644620884
cbeef,cbeef,rural,JOR,-0.0414260090855443
cbeef,cbeef,rural,JPN,-0.196868714797958
cbeef,cbeef,rural,KAZ,-0.237827780324513
cbeef,cbeef,rural,KEN,-0.40937822679463
cbeef,cbeef,rural,KGZ,-0.135131720077444
cbeef,cbeef,rural,KHM,-0.116000148311244
cbeef,cbeef,rural,KOR,-0.0694274769002908
cbeef,cbeef,rural,LAO,-0.116000148311244
cbeef,cbeef,rural,LBN,-0.0621697041169467
cbeef,cbeef,rural,LBR,-0.385167503822446
cbeef,cbeef,rural,LBY,-0.0418550876656311
cbeef,cbeef,rural,LKA,-0.269492522631061
cbeef,cbeef,rural,LSO,-0.367500000000001
cbeef,cbeef,rural,MDA,-0.211134879355807
cbeef,cbeef,rural,MDG,-0.411722003054526
cbeef,cbeef,rural,MEX,-0.224425940173389
cbeef,cbeef,rural,MLI,-0.392500000000001
cbeef,cbeef,rural,MMR,-0.13297461310814
cbeef,cbeef,rural,MNG,-0.0647875492665481
cbeef,cbeef,rural,MOR,-0.0717800944762078
cbeef,cbeef,rural,MOZ,-0.418385143922192
cbeef,cbeef,rural,MRT,-0.45476125341831
cbeef,cbeef,rural,MWI,-0.414969065268897
cbeef,cbeef,rural,MYS,-0.0466482073439888
cbeef,cbeef,rural,NAM,-0.367500000000001
cbeef,cbeef,rural,NER,-0.427168837432042
cbeef,cbeef,rural,NGA,-0.455189473804207
cbeef,cbeef,rural,NIC,-0.194311796437431
cbeef,cbeef,rural,NLD,-0.288926154797762
cbeef,cbeef,rural,NOR,-0.288735910402708
cbeef,cbeef,rural,NPL,-0.269838720537564
cbeef,cbeef,rural,NZL,-0.259311901774147
cbeef,cbeef,rural,OAO,-0.131041644620884
cbeef,cbeef,rural,OBN,-0.211054446732228
cbeef,cbeef,rural,OIO,-0.131041644620884
cbeef,cbeef,rural,OPO,-0.131041644620884
cbeef,cbeef,rural,OSA,-0.0663822074083286
cbeef,cbeef,rural,PAK,-0.377601597132738
cbeef,cbeef,rural,PAN,-0.194311796437431
cbeef,cbeef,rural,PER,-0.190211041660035
cbeef,cbeef,rural,PHL,-0.0691450735644006
cbeef,cbeef,rural,PNG,-0.0845408142327172
cbeef,cbeef,rural,POL,-0.21227014518499
cbeef,cbeef,rural,PRK,-0.0834946349718492
cbeef,cbeef,rural,PRT,-0.288913524817339
cbeef,cbeef,rural,PRY,-0.196211452411222
cbeef,cbeef,rural,PSE,-0.385167503822446
cbeef,cbeef,rural,RAP,-0.0666048380647815
cbeef,cbeef,rural,ROU,-0.211134879355807
cbeef,cbeef,rural,RUS,-0.247909794713109
cbeef,cbeef,rural,RWA,-0.417182829112955
cbeef,cbeef,rural,SAU,-0.0666048380647815
cbeef,cbeef,rural,SDN,-0.109830266054806
cbeef,cbeef,rural,SEN,-0.385266783650636
cbeef,cbeef,rural,SLB,-0.131041644620884
cbeef,cbeef,rural,SLE,-0.386784746102447
cbeef,cbeef,rural,SLV,-0.194311796437431
cbeef,cbeef,rural,SOM,-0.454820800564293
cbeef,cbeef,rural,SPP,-0.288913524817339
cbeef,cbeef,rural,SVK,-0.211134879355807
cbeef,cbeef,rural,SVN,-0.211054446732228
cbeef,cbeef,rural,SWE,-0.288735910402708
cbeef,cbeef,rural,SWZ,-0.410282714331114
cbeef,cbeef,rural,SYR,-0.0746735185274439
cbeef,cbeef,rural,TCD,-0.392500000000001
cbeef,cbeef,rural,TGO,-0.385624692386756
cbeef,cbeef,rural,THA,-0.0950402618579988
cbeef,cbeef,rural,TJK,-0.106084277677442
cbeef,cbeef,rural,TKM,-0.131925392990937
cbeef,cbeef,rural,TLS,-0.0845408142327172
cbeef,cbeef,rural,TUN,-0.0771449859459947
cbeef,cbeef,rural,TUR,-0.174036190823477
cbeef,cbeef,rural,TZA,-0.416185641363417
cbeef,cbeef,rural,UGA,-0.411971058462281
cbeef,cbeef,rural,UKP,-0.288507323974555
cbeef,cbeef,rural,UKR,-0.239858006504049
cbeef,cbeef,rural,URY,-0.226917537904726
cbeef,cbeef,rural,USA,-0.234280878746024
cbeef,cbeef,rural,UZB,-0.24363283994043
cbeef,cbeef,rural,VEN,-0.198295795463756
cbeef,cbeef,rural,VNM,-0.201991514472122
cbeef,cbeef,rural,VUT,-0.131041644620884
cbeef,cbeef,rural,YEM,-0.0666048380647815
cbeef,cbeef,rural,ZAF,-0.218441804495758
cbeef,cbeef,rural,ZMB,-0.367500000000001
cbeef,cbeef,rural,ZWE,-0.367500000000001
cbeef,cpork,Urban,AGO,0.03
cbeef,cpork,Urban,ALB,0.03
cbeef,cpork,Urban,ARG,0.03
cbeef,cpork,Urban,ARM,0.03
cbeef,cpork,Urban,AUS,0.03
cbeef,cpork,Urban,AUT,0.03
cbeef,cpork,Urban,AZE,0.03
cbeef,cpork,Urban,BDI,0.03
cbeef,cpork,Urban,BEN,0.03
cbeef,cpork,Urban,BFA,0.03
cbeef,cpork,Urban,BGD,0.03
cbeef,cpork,Urban,BGR,0.03
cbeef,cpork,Urban,BLR,0.03
cbeef,cpork,Urban,BLT,0.03
cbeef,cpork,Urban,BLX,0.03
cbeef,cpork,Urban,BLZ,0.03
cbeef,cpork,Urban,BOL,0.03
cbeef,cpork,Urban,BRA,0.03
cbeef,cpork,Urban,BTN,0.03
cbeef,cpork,Urban,BWA,0.03
cbeef,cpork,Urban,CAF,0.03
cbeef,cpork,Urban,CAN,0.03
cbeef,cpork,Urban,CHL,0.03
cbeef,cpork,Urban,CHM,0.03
cbeef,cpork,Urban,CHP,0.03
cbeef,cpork,Urban,CIV,0.03
cbeef,cpork,Urban,CMR,0.03
cbeef,cpork,Urban,COD,0.03
cbeef,cpork,Urban,COG,0.03
cbeef,cpork,Urban,COL,0.03
cbeef,cpork,Urban,CRB,0.03
cbeef,cpork,Urban,CRI,0.03
cbeef,cpork,Urban,CUB,0.03
cbeef,cpork,Urban,CYP,0.03
cbeef,cpork,Urban,CZE,0.03
cbeef,cpork,Urban,DEU,0.03
cbeef,cpork,Urban,DJI,0.03
cbeef,cpork,Urban,DNK,0.03
cbeef,cpork,Urban,DOM,0.03
cbeef,cpork,Urban,DZA,-0.00000000000000000000000000000000000000000000000000000000000000000000000000112588989904347
cbeef,cpork,Urban,ECU,0.03
cbeef,cpork,Urban,EGY,0.03
cbeef,cpork,Urban,ETH,0.03
cbeef,cpork,Urban,FJI,0.03
cbeef,cpork,Urban,FNP,0.03
cbeef,cpork,Urban,FRP,0.03
cbeef,cpork,Urban,GAB,0.03
cbeef,cpork,Urban,GEO,0.03
cbeef,cpork,Urban,GHA,0.03
cbeef,cpork,Urban,GIN,0.03
cbeef,cpork,Urban,GMB,0.03
cbeef,cpork,Urban,GNB,0.03
cbeef,cpork,Urban,GNQ,0.03
cbeef,cpork,Urban,GRC,0.03
cbeef,cpork,Urban,GSA,0.03
cbeef,cpork,Urban,GTM,0.03
cbeef,cpork,Urban,HND,0.03
cbeef,cpork,Urban,HRV,0.03
cbeef,cpork,Urban,HTI,0.03
cbeef,cpork,Urban,HUN,0.03
cbeef,cpork,Urban,IDN,0.00000000000000000000000000000000000183398888875794
cbeef,cpork,Urban,IND,0.03
cbeef,cpork,Urban,IRL,0.03
cbeef,cpork,Urban,IRQ,0.03
cbeef,cpork,Urban,ISL,0.03
cbeef,cpork,Urban,ISR,0.03
cbeef,cpork,Urban,ITP,0.03
cbeef,cpork,Urban,JAM,0.03
cbeef,cpork,Urban,JOR,-0.00000000000000000000000000000000000000000000000000000000000000000000000000139152180927736
cbeef,cpork,Urban,JPN,0.03
cbeef,cpork,Urban,KAZ,0.03
cbeef,cpork,Urban,KEN,0.03
cbeef,cpork,Urban,KGZ,0.03
cbeef,cpork,Urban,KHM,0.03
cbeef,cpork,Urban,KOR,-0.000000000000000000000000000000000000000000228475004835533
cbeef,cpork,Urban,LAO,0.03
cbeef,cpork,Urban,LBN,-0.00000000000000000000000000000000000000000000000000000000356882615290683
cbeef,cpork,Urban,LBR,0.03
cbeef,cpork,Urban,LBY,0.000000000000000000000000000000000000000000000000000000000000000000000000271708904076516
cbeef,cpork,Urban,LKA,0.03
cbeef,cpork,Urban,LSO,0.03
cbeef,cpork,Urban,MDA,0.03
cbeef,cpork,Urban,MDG,0.03
cbeef,cpork,Urban,MEX,0.03
cbeef,cpork,Urban,MLI,0.03
cbeef,cpork,Urban,MMR,0.03
cbeef,cpork,Urban,MNG,0.0000000000000000000000000000000000000000000000000000000000179130749356456
cbeef,cpork,Urban,MOR,-0.000000000000000000000000590072949115585
cbeef,cpork,Urban,MOZ,0.03
cbeef,cpork,Urban,MRT,0.03
cbeef,cpork,Urban,MWI,0.03
cbeef,cpork,Urban,MYS,-0.0000000000000000000000000000000000000000000000000000000000000825753861562031
cbeef,cpork,Urban,NAM,0.03
cbeef,cpork,Urban,NER,0.03
cbeef,cpork,Urban,NGA,0.03
cbeef,cpork,Urban,NIC,0.03
cbeef,cpork,Urban,NLD,0.03
cbeef,cpork,Urban,NOR,0.03
cbeef,cpork,Urban,NPL,0.03
cbeef,cpork,Urban,NZL,0.03
cbeef,cpork,Urban,OAO,0.03
cbeef,cpork,Urban,OBN,0.03
cbeef,cpork,Urban,OIO,0.03
cbeef,cpork,Urban,OPO,0.03
cbeef,cpork,Urban,OSA,-0.000000000000000000000000000000000000000000232051429447374
cbeef,cpork,Urban,PAK,0.03
cbeef,cpork,Urban,PAN,0.03
cbeef,cpork,Urban,PER,0.03
cbeef,cpork,Urban,PHL,-0.000000000000000000000000000000000000000000225712704459094
cbeef,cpork,Urban,PNG,0.03
cbeef,cpork,Urban,POL,0.03
cbeef,cpork,Urban,PRK,0.03
cbeef,cpork,Urban,PRT,0.03
cbeef,cpork,Urban,PRY,0.03
cbeef,cpork,Urban,ROU,0.03
cbeef,cpork,Urban,RUS,0.03
cbeef,cpork,Urban,RWA,0.03
cbeef,cpork,Urban,SEN,0.03
cbeef,cpork,Urban,SLB,0.03
cbeef,cpork,Urban,SLE,0.03
cbeef,cpork,Urban,SLV,0.03
cbeef,cpork,Urban,SOM,0.03
cbeef,cpork,Urban,SPP,0.03
cbeef,cpork,Urban,SVK,0.03
cbeef,cpork,Urban,SVN,0.03
cbeef,cpork,Urban,SWE,0.03
cbeef,cpork,Urban,SWZ,0.03
cbeef,cpork,Urban,SYR,-0.0000000000000000000231893060502638
cbeef,cpork,Urban,TCD,0.03
cbeef,cpork,Urban,TGO,0.03
cbeef,cpork,Urban,THA,0.03
cbeef,cpork,Urban,TJK,0.03
cbeef,cpork,Urban,TKM,0.03
cbeef,cpork,Urban,TLS,0.03
cbeef,cpork,Urban,TUR,0.03
cbeef,cpork,Urban,TZA,0.03
cbeef,cpork,Urban,UGA,0.03
cbeef,cpork,Urban,UKP,0.03
cbeef,cpork,Urban,UKR,0.03
cbeef,cpork,Urban,URY,0.03
cbeef,cpork,Urban,USA,0.03
cbeef,cpork,Urban,UZB,0.03
cbeef,cpork,Urban,VEN,0.03
cbeef,cpork,Urban,VNM,0.03
cbeef,cpork,Urban,VUT,0.03
cbeef,cpork,Urban,YEM,-0.000000000000000000000000000000000000000000000000000142240666232572
cbeef,cpork,Urban,ZAF,0.03
cbeef,cpork,Urban,ZMB,0.03
cbeef,cpork,Urban,ZWE,0.03
cbeef,cpork,rural,AGO,0.03
cbeef,cpork,rural,ALB,0.03
cbeef,cpork,rural,ARG,0.03
cbeef,cpork,rural,ARM,0.03
cbeef,cpork,rural,AUS,0.03
cbeef,cpork,rural,AUT,0.03
cbeef,cpork,rural,AZE,0.03
cbeef,cpork,rural,BDI,0.03
cbeef,cpork,rural,BEN,0.03
cbeef,cpork,rural,BFA,0.03
cbeef,cpork,rural,BGD,0.03
cbeef,cpork,rural,BGR,0.03
cbeef,cpork,rural,BLR,0.03
cbeef,cpork,rural,BLT,0.03
cbeef,cpork,rural,BLX,0.03
cbeef,cpork,rural,BLZ,0.03
cbeef,cpork,rural,BOL,0.03
cbeef,cpork,rural,BRA,0.03
cbeef,cpork,rural,BTN,0.03
cbeef,cpork,rural,BWA,0.03
cbeef,cpork,rural,CAF,0.03
cbeef,cpork,rural,CAN,0.03
cbeef,cpork,rural,CHL,0.03
cbeef,cpork,rural,CHM,0.03
cbeef,cpork,rural,CHP,0.03
cbeef,cpork,rural,CIV,0.03
cbeef,cpork,rural,CMR,0.03
cbeef,cpork,rural,COD,0.03
cbeef,cpork,rural,COG,0.03
cbeef,cpork,rural,COL,0.03
cbeef,cpork,rural,CRB,0.03
cbeef,cpork,rural,CRI,0.03
cbeef,cpork,rural,CUB,0.03
cbeef,cpork,rural,CYP,0.03
cbeef,cpork,rural,CZE,0.03
cbeef,cpork,rural,DEU,0.03
cbeef,cpork,rural,DJI,0.03
cbeef,cpork,rural,DNK,0.03
cbeef,cpork,rural,DOM,0.03
cbeef,cpork,rural,DZA,-0.00000000000000000000000000000000000000000000000000000000000000000000000000112588989904347
cbeef,cpork,rural,ECU,0.03
cbeef,cpork,rural,EGY,0.03
cbeef,cpork,rural,ETH,0.03
cbeef,cpork,rural,FJI,0.03
cbeef,cpork,rural,FNP,0.03
cbeef,cpork,rural,FRP,0.03
cbeef,cpork,rural,GAB,0.03
cbeef,cpork,rural,GEO,0.03
cbeef,cpork,rural,GHA,0.03
cbeef,cpork,rural,GIN,0.03
cbeef,cpork,rural,GMB,0.03
cbeef,cpork,rural,GNB,0.03
cbeef,cpork,rural,GNQ,0.03
cbeef,cpork,rural,GRC,0.03
cbeef,cpork,rural,GSA,0.03
cbeef,cpork,rural,GTM,0.03
cbeef,cpork,rural,HND,0.03
cbeef,cpork,rural,HRV,0.03
cbeef,cpork,rural,HTI,0.03
cbeef,cpork,rural,HUN,0.03
cbeef,cpork,rural,IDN,0.00000000000000000000000000000000000183398888875794
cbeef,cpork,rural,IND,0.03
cbeef,cpork,rural,IRL,0.03
cbeef,cpork,rural,IRQ,0.03
cbeef,cpork,rural,ISL,0.03
cbeef,cpork,rural,ISR,0.03
cbeef,cpork,rural,ITP,0.03
cbeef,cpork,rural,JAM,0.03
cbeef,cpork,rural,JOR,-0.00000000000000000000000000000000000000000000000000000000000000000000000000139152180927736
cbeef,cpork,rural,JPN,0.03
cbeef,cpork,rural,KAZ,0.03
cbeef,cpork,rural,KEN,0.03
cbeef,cpork,rural,KGZ,0.03
cbeef,cpork,rural,KHM,0.03
cbeef,cpork,rural,KOR,-0.000000000000000000000000000000000000000000228475004835533
cbeef,cpork,rural,LAO,0.03
cbeef,cpork,rural,LBN,-0.00000000000000000000000000000000000000000000000000000000356882615290683
cbeef,cpork,rural,LBR,0.03
cbeef,cpork,rural,LBY,0.000000000000000000000000000000000000000000000000000000000000000000000000271708904076516
cbeef,cpork,rural,LKA,0.03
cbeef,cpork,rural,LSO,0.03
cbeef,cpork,rural,MDA,0.03
cbeef,cpork,rural,MDG,0.03
cbeef,cpork,rural,MEX,0.03
cbeef,cpork,rural,MLI,0.03
cbeef,cpork,rural,MMR,0.03
cbeef,cpork,rural,MNG,0.0000000000000000000000000000000000000000000000000000000000179130749356456
cbeef,cpork,rural,MOR,-0.000000000000000000000000590072949115585
cbeef,cpork,rural,MOZ,0.03
cbeef,cpork,rural,MRT,0.03
cbeef,cpork,rural,MWI,0.03
cbeef,cpork,rural,MYS,-0.0000000000000000000000000000000000000000000000000000000000000825753861562031
cbeef,cpork,rural,NAM,0.03
cbeef,cpork,rural,NER,0.03
cbeef,cpork,rural,NGA,0.03
cbeef,cpork,rural,NIC,0.03
cbeef,cpork,rural,NLD,0.03
cbeef,cpork,rural,NOR,0.03
cbeef,cpork,rural,NPL,0.03
cbeef,cpork,rural,NZL,0.03
