C,CC,H,CTY,FDELASH
copul,cbean,Urban,SVN,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000198381855354055
copul,cbean,Urban,SWE,0.015
copul,cbean,Urban,SWZ,0.015
copul,cbean,Urban,SYR,0.015
copul,cbean,Urban,TCD,0.015
copul,cbean,Urban,TGO,0.015
copul,cbean,Urban,THA,0.015
copul,cbean,Urban,TJK,0.00980769230769231
copul,cbean,Urban,TUN,0.015
copul,cbean,Urban,TUR,0.015
copul,cbean,Urban,TZA,0.015
copul,cbean,Urban,UGA,0.015
copul,cbean,Urban,UKP,0.015
copul,cbean,Urban,URY,0.015
copul,cbean,Urban,USA,0.015
copul,cbean,Urban,UZB,0.00980769230769231
copul,cbean,Urban,VEN,0.015
copul,cbean,Urban,VNM,0.015
copul,cbean,Urban,YEM,0.015
copul,cbean,Urban,ZAF,0.015
copul,cbean,Urban,ZMB,0.015
copul,cbean,Urban,ZWE,0.015
copul,cbean,rural,ALB,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000829517704637357
copul,cbean,rural,ARG,0.015
copul,cbean,rural,AUS,0.015
copul,cbean,rural,AUT,0.015
copul,cbean,rural,BDI,0.015
copul,cbean,rural,BEN,0.015
copul,cbean,rural,BFA,0.015
copul,cbean,rural,BGD,0.015
copul,cbean,rural,BGR,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cbean,rural,BLT,0.00980769230769231
copul,cbean,rural,BLX,0.015
copul,cbean,rural,BLZ,0.015
copul,cbean,rural,BOL,0.015
copul,cbean,rural,BRA,0.015
copul,cbean,rural,BTN,0.015
copul,cbean,rural,BWA,0.015
copul,cbean,rural,CAF,0.015
copul,cbean,rural,CAN,0.015
copul,cbean,rural,CHL,0.015
copul,cbean,rural,CHM,0.015
copul,cbean,rural,CHP,0.015
copul,cbean,rural,CIV,0.015
copul,cbean,rural,CMR,0.015
copul,cbean,rural,COD,0.015
copul,cbean,rural,COG,0.015
copul,cbean,rural,COL,0.015
copul,cbean,rural,CRB,0.015
copul,cbean,rural,CRI,0.015
copul,cbean,rural,CUB,0.015
copul,cbean,rural,CYP,0.015
copul,cbean,rural,CZE,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cbean,rural,DEU,0.015
copul,cbean,rural,DJI,0.015
copul,cbean,rural,DNK,0.015
copul,cbean,rural,DOM,0.015
copul,cbean,rural,DZA,0.015
copul,cbean,rural,ECU,0.015
copul,cbean,rural,EGY,0.015
copul,cbean,rural,ERI,0.015
copul,cbean,rural,ETH,0.015
copul,cbean,rural,FJI,0.015
copul,cbean,rural,FNP,0.015
copul,cbean,rural,FRP,0.015
copul,cbean,rural,GAB,0.015
copul,cbean,rural,GHA,0.015
copul,cbean,rural,GIN,0.015
copul,cbean,rural,GMB,0.015
copul,cbean,rural,GNB,0.015
copul,cbean,rural,GRC,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,cbean,rural,GSA,0.015
copul,cbean,rural,GTM,0.015
copul,cbean,rural,HND,0.015
copul,cbean,rural,HRV,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,cbean,rural,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cbean,rural,IDN,0.015
copul,cbean,rural,IND,0.015
copul,cbean,rural,IRL,0.015
copul,cbean,rural,IRN,0.015
copul,cbean,rural,IRQ,0.015
copul,cbean,rural,ISL,0.015
copul,cbean,rural,ISR,0.015
copul,cbean,rural,ITP,0.015
copul,cbean,rural,JAM,0.015
copul,cbean,rural,JOR,0.015
copul,cbean,rural,JPN,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820503008654275
copul,cbean,rural,KEN,0.015
copul,cbean,rural,KGZ,0.00980769230769231
copul,cbean,rural,KHM,0.015
copul,cbean,rural,KOR,0.015
copul,cbean,rural,LAO,0.015
copul,cbean,rural,LBN,0.015
copul,cbean,rural,LBY,0.015
copul,cbean,rural,LSO,0.015
copul,cbean,rural,MDA,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cbean,rural,MDG,0.015
copul,cbean,rural,MEX,0.015
copul,cbean,rural,MLI,0.015
copul,cbean,rural,MMR,0.015
copul,cbean,rural,MNG,0.015
copul,cbean,rural,MOR,0.015
copul,cbean,rural,MRT,0.015
copul,cbean,rural,MWI,0.015
copul,cbean,rural,MYS,0.015
copul,cbean,rural,NAM,0.015
copul,cbean,rural,NER,0.015
copul,cbean,rural,NGA,0.015
copul,cbean,rural,NIC,0.015
copul,cbean,rural,NLD,0.015
copul,cbean,rural,NOR,0.015
copul,cbean,rural,NPL,0.015
copul,cbean,rural,NZL,0.015
copul,cbean,rural,OAO,0.015
copul,cbean,rural,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,cbean,rural,OIO,0.015
copul,cbean,rural,OPO,0.015
copul,cbean,rural,OSA,0.015
copul,cbean,rural,PAK,0.015
copul,cbean,rural,PAN,0.015
copul,cbean,rural,PER,0.015
copul,cbean,rural,PHL,0.015
copul,cbean,rural,POL,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000832576253009735
copul,cbean,rural,PRK,0.015
copul,cbean,rural,PRT,0.015
copul,cbean,rural,PRY,0.015
copul,cbean,rural,PSE,0.015
copul,cbean,rural,RAP,0.015
copul,cbean,rural,ROU,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cbean,rural,RWA,0.015
copul,cbean,rural,SAU,0.015
copul,cbean,rural,SDN,0.015
copul,cbean,rural,SEN,0.015
copul,cbean,rural,SLE,0.015
copul,cbean,rural,SLV,0.015
copul,cbean,rural,SPP,0.015
copul,cbean,rural,SVK,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cbean,rural,SVN,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000198381855354055
copul,cbean,rural,SWE,0.015
copul,cbean,rural,SWZ,0.015
copul,cbean,rural,SYR,0.015
copul,cbean,rural,TCD,0.015
copul,cbean,rural,TGO,0.015
copul,cbean,rural,THA,0.015
copul,cbean,rural,TJK,0.00980769230769231
copul,cbean,rural,TUN,0.015
copul,cbean,rural,TUR,0.015
copul,cbean,rural,TZA,0.015
copul,cbean,rural,UGA,0.015
copul,cbean,rural,UKP,0.015
copul,cbean,rural,URY,0.015
copul,cbean,rural,USA,0.015
copul,cbean,rural,UZB,0.00980769230769231
copul,cbean,rural,VEN,0.015
copul,cbean,rural,VNM,0.015
copul,cbean,rural,YEM,0.015
copul,cbean,rural,ZAF,0.015
copul,cbean,rural,ZMB,0.015
copul,cbean,rural,ZWE,0.015
copul,cchkp,Urban,ARG,0.015
copul,cchkp,Urban,AUS,0.015
copul,cchkp,Urban,BGD,0.015
copul,cchkp,Urban,BGR,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,Urban,BOL,0.015
copul,cchkp,Urban,CAN,0.015
copul,cchkp,Urban,CHL,0.015
copul,cchkp,Urban,CHM,0.015
copul,cchkp,Urban,CRB,0.015
copul,cchkp,Urban,CRI,0.015
copul,cchkp,Urban,CUB,0.015
copul,cchkp,Urban,CYP,0.015
copul,cchkp,Urban,DJI,0.015
copul,cchkp,Urban,DZA,0.015
copul,cchkp,Urban,EGY,0.015
copul,cchkp,Urban,ERI,0.015
copul,cchkp,Urban,ETH,0.015
copul,cchkp,Urban,GRC,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,cchkp,Urban,HND,0.015
copul,cchkp,Urban,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cchkp,Urban,IND,0.015
copul,cchkp,Urban,IRN,0.015
copul,cchkp,Urban,IRQ,0.015
copul,cchkp,Urban,ISL,0.015
copul,cchkp,Urban,ISR,0.015
copul,cchkp,Urban,ITP,0.015
copul,cchkp,Urban,JOR,0.015
copul,cchkp,Urban,KAZ,0.00980769230769231
copul,cchkp,Urban,KEN,0.015
copul,cchkp,Urban,KHM,0.015
copul,cchkp,Urban,LBN,0.015
copul,cchkp,Urban,LBY,0.015
copul,cchkp,Urban,MDA,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,Urban,MEX,0.015
copul,cchkp,Urban,MMR,0.015
copul,cchkp,Urban,MOR,0.015
copul,cchkp,Urban,MWI,0.015
copul,cchkp,Urban,MYS,0.015
copul,cchkp,Urban,NER,0.015
copul,cchkp,Urban,NIC,0.015
copul,cchkp,Urban,NOR,0.015
copul,cchkp,Urban,NPL,0.015
copul,cchkp,Urban,OAO,0.015
copul,cchkp,Urban,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,cchkp,Urban,OIO,0.015
copul,cchkp,Urban,OPO,0.015
copul,cchkp,Urban,OSA,0.015
copul,cchkp,Urban,PAK,0.015
copul,cchkp,Urban,PER,0.015
copul,cchkp,Urban,PRK,0.015
copul,cchkp,Urban,PRT,0.015
copul,cchkp,Urban,PSE,0.015
copul,cchkp,Urban,RAP,0.015
copul,cchkp,Urban,ROU,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,Urban,RUS,0.00980769230769231
copul,cchkp,Urban,SDN,0.015
copul,cchkp,Urban,SLV,0.015
copul,cchkp,Urban,SPP,0.015
copul,cchkp,Urban,SVK,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cchkp,Urban,SYR,0.015
copul,cchkp,Urban,TUN,0.015
copul,cchkp,Urban,TUR,0.015
copul,cchkp,Urban,TZA,0.015
copul,cchkp,Urban,UGA,0.015
copul,cchkp,Urban,USA,0.015
copul,cchkp,Urban,UZB,0.00980769230769231
copul,cchkp,Urban,VUT,0.015
copul,cchkp,Urban,YEM,0.015
copul,cchkp,Urban,ZWE,0.015
copul,cchkp,rural,ARG,0.015
copul,cchkp,rural,AUS,0.015
copul,cchkp,rural,BGD,0.015
copul,cchkp,rural,BGR,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,rural,BOL,0.015
copul,cchkp,rural,CAN,0.015
copul,cchkp,rural,CHL,0.015
copul,cchkp,rural,CHM,0.015
copul,cchkp,rural,CRB,0.015
copul,cchkp,rural,CRI,0.015
copul,cchkp,rural,CUB,0.015
copul,cchkp,rural,CYP,0.015
copul,cchkp,rural,DJI,0.015
copul,cchkp,rural,DZA,0.015
copul,cchkp,rural,EGY,0.015
copul,cchkp,rural,ERI,0.015
copul,cchkp,rural,ETH,0.015
copul,cchkp,rural,GRC,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,cchkp,rural,HND,0.015
copul,cchkp,rural,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cchkp,rural,IND,0.015
copul,cchkp,rural,IRN,0.015
copul,cchkp,rural,IRQ,0.015
copul,cchkp,rural,ISL,0.015
copul,cchkp,rural,ISR,0.015
copul,cchkp,rural,ITP,0.015
copul,cchkp,rural,JOR,0.015
copul,cchkp,rural,KAZ,0.00980769230769231
copul,cchkp,rural,KEN,0.015
copul,cchkp,rural,KHM,0.015
copul,cchkp,rural,LBN,0.015
copul,cchkp,rural,LBY,0.015
copul,cchkp,rural,MDA,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,rural,MEX,0.015
copul,cchkp,rural,MMR,0.015
copul,cchkp,rural,MOR,0.015
copul,cchkp,rural,MWI,0.015
copul,cchkp,rural,MYS,0.015
copul,cchkp,rural,NER,0.015
copul,cchkp,rural,NIC,0.015
copul,cchkp,rural,NOR,0.015
copul,cchkp,rural,NPL,0.015
copul,cchkp,rural,OAO,0.015
copul,cchkp,rural,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,cchkp,rural,OIO,0.015
copul,cchkp,rural,OPO,0.015
copul,cchkp,rural,OSA,0.015
copul,cchkp,rural,PAK,0.015
copul,cchkp,rural,PER,0.015
copul,cchkp,rural,PRK,0.015
copul,cchkp,rural,PRT,0.015
copul,cchkp,rural,PSE,0.015
copul,cchkp,rural,RAP,0.015
copul,cchkp,rural,ROU,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,cchkp,rural,RUS,0.00980769230769231
copul,cchkp,rural,SDN,0.015
copul,cchkp,rural,SLV,0.015
copul,cchkp,rural,SPP,0.015
copul,cchkp,rural,SVK,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,cchkp,rural,SYR,0.015
copul,cchkp,rural,TUN,0.015
copul,cchkp,rural,TUR,0.015
copul,cchkp,rural,TZA,0.015
copul,cchkp,rural,UGA,0.015
copul,cchkp,rural,USA,0.015
copul,cchkp,rural,UZB,0.00980769230769231
copul,cchkp,rural,VUT,0.015
copul,cchkp,rural,YEM,0.015
copul,cchkp,rural,ZWE,0.015
copul,ccowp,Urban,BFA,0.015
copul,ccowp,Urban,CMR,0.015
copul,ccowp,Urban,COD,0.015
copul,ccowp,Urban,CRB,0.015
copul,ccowp,Urban,CRI,0.015
copul,ccowp,Urban,CUB,0.015
copul,ccowp,Urban,CYP,0.015
copul,ccowp,Urban,DJI,0.015
copul,ccowp,Urban,EGY,0.015
copul,ccowp,Urban,GSA,0.015
copul,ccowp,Urban,HND,0.015
copul,ccowp,Urban,HRV,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,ccowp,Urban,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,ccowp,Urban,IRQ,0.015
copul,ccowp,Urban,ISL,0.015
copul,ccowp,Urban,JAM,0.015
copul,ccowp,Urban,KEN,0.015
copul,ccowp,Urban,KHM,0.015
copul,ccowp,Urban,MDG,0.015
copul,ccowp,Urban,MLI,0.015
copul,ccowp,Urban,MMR,0.015
copul,ccowp,Urban,MRT,0.015
copul,ccowp,Urban,MWI,0.015
copul,ccowp,Urban,MYS,0.015
copul,ccowp,Urban,NER,0.015
copul,ccowp,Urban,NGA,0.015
copul,ccowp,Urban,NIC,0.015
copul,ccowp,Urban,NOR,0.015
copul,ccowp,Urban,OAO,0.015
copul,ccowp,Urban,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,ccowp,Urban,OIO,0.015
copul,ccowp,Urban,OPO,0.015
copul,ccowp,Urban,OSA,0.015
copul,ccowp,Urban,PER,0.015
copul,ccowp,Urban,PHL,0.015
copul,ccowp,Urban,PRK,0.015
copul,ccowp,Urban,PSE,0.015
copul,ccowp,Urban,RAP,0.015
copul,ccowp,Urban,SDN,0.015
copul,ccowp,Urban,SEN,0.015
copul,ccowp,Urban,SLV,0.015
copul,ccowp,Urban,SWZ,0.015
copul,ccowp,Urban,TZA,0.015
copul,ccowp,Urban,UGA,0.015
copul,ccowp,Urban,USA,0.015
copul,ccowp,Urban,VUT,0.015
copul,ccowp,Urban,ZAF,0.015
copul,ccowp,rural,BFA,0.015
copul,ccowp,rural,CMR,0.015
copul,ccowp,rural,COD,0.015
copul,ccowp,rural,CRB,0.015
copul,ccowp,rural,CRI,0.015
copul,ccowp,rural,CUB,0.015
copul,ccowp,rural,CYP,0.015
copul,ccowp,rural,DJI,0.015
copul,ccowp,rural,EGY,0.015
copul,ccowp,rural,GSA,0.015
copul,ccowp,rural,HND,0.015
copul,ccowp,rural,HRV,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,ccowp,rural,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,ccowp,rural,IRQ,0.015
copul,ccowp,rural,ISL,0.015
copul,ccowp,rural,JAM,0.015
copul,ccowp,rural,KEN,0.015
copul,ccowp,rural,KHM,0.015
copul,ccowp,rural,MDG,0.015
copul,ccowp,rural,MLI,0.015
copul,ccowp,rural,MMR,0.015
copul,ccowp,rural,MRT,0.015
copul,ccowp,rural,MWI,0.015
copul,ccowp,rural,MYS,0.015
copul,ccowp,rural,NER,0.015
copul,ccowp,rural,NGA,0.015
copul,ccowp,rural,NIC,0.015
copul,ccowp,rural,NOR,0.015
copul,ccowp,rural,OAO,0.015
copul,ccowp,rural,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,ccowp,rural,OIO,0.015
copul,ccowp,rural,OPO,0.015
copul,ccowp,rural,OSA,0.015
copul,ccowp,rural,PER,0.015
copul,ccowp,rural,PHL,0.015
copul,ccowp,rural,PRK,0.015
copul,ccowp,rural,PSE,0.015
copul,ccowp,rural,RAP,0.015
copul,ccowp,rural,SDN,0.015
copul,ccowp,rural,SEN,0.015
copul,ccowp,rural,SLV,0.015
copul,ccowp,rural,SWZ,0.015
copul,ccowp,rural,TZA,0.015
copul,ccowp,rural,UGA,0.015
copul,ccowp,rural,USA,0.015
copul,ccowp,rural,VUT,0.015
copul,ccowp,rural,ZAF,0.015
copul,clent,Urban,ARG,0.015
copul,clent,Urban,ARM,0.00980769230769231
copul,clent,Urban,AUS,0.015
copul,clent,Urban,BGD,0.015
copul,clent,Urban,BGR,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,clent,Urban,CAN,0.015
copul,clent,Urban,CHL,0.015
copul,clent,Urban,CHM,0.015
copul,clent,Urban,COL,0.015
copul,clent,Urban,CRB,0.015
copul,clent,Urban,CRI,0.015
copul,clent,Urban,CUB,0.015
copul,clent,Urban,CYP,0.015
copul,clent,Urban,CZE,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,clent,Urban,DJI,0.015
copul,clent,Urban,DZA,0.015
copul,clent,Urban,ECU,0.015
copul,clent,Urban,EGY,0.015
copul,clent,Urban,ERI,0.015
copul,clent,Urban,ETH,0.015
copul,clent,Urban,FRP,0.015
copul,clent,Urban,GRC,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,clent,Urban,HND,0.015
copul,clent,Urban,HRV,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,clent,Urban,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,clent,Urban,IND,0.015
copul,clent,Urban,IRN,0.015
copul,clent,Urban,IRQ,0.015
copul,clent,Urban,ISL,0.015
copul,clent,Urban,ISR,0.015
copul,clent,Urban,ITP,0.015
copul,clent,Urban,JOR,0.015
copul,clent,Urban,KEN,0.015
copul,clent,Urban,KHM,0.015
copul,clent,Urban,LBN,0.015
copul,clent,Urban,MDG,0.015
copul,clent,Urban,MEX,0.015
copul,clent,Urban,MMR,0.015
copul,clent,Urban,MOR,0.015
copul,clent,Urban,MWI,0.015
copul,clent,Urban,MYS,0.015
copul,clent,Urban,NIC,0.015
copul,clent,Urban,NOR,0.015
copul,clent,Urban,NPL,0.015
copul,clent,Urban,NZL,0.015
copul,clent,Urban,OAO,0.015
copul,clent,Urban,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,clent,Urban,OIO,0.015
copul,clent,Urban,OPO,0.015
copul,clent,Urban,OSA,0.015
copul,clent,Urban,PAK,0.015
copul,clent,Urban,PER,0.015
copul,clent,Urban,PRK,0.015
copul,clent,Urban,PSE,0.015
copul,clent,Urban,RAP,0.015
copul,clent,Urban,RUS,0.00980769230769231
copul,clent,Urban,SLV,0.015
copul,clent,Urban,SPP,0.015
copul,clent,Urban,SVK,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,clent,Urban,SYR,0.015
copul,clent,Urban,TJK,0.00980769230769231
copul,clent,Urban,TUN,0.015
copul,clent,Urban,TUR,0.015
copul,clent,Urban,UKR,0.00980769230769231
copul,clent,Urban,USA,0.015
copul,clent,Urban,UZB,0.00980769230769231
copul,clent,Urban,VUT,0.015
copul,clent,Urban,YEM,0.015
copul,clent,rural,ARG,0.015
copul,clent,rural,ARM,0.00980769230769231
copul,clent,rural,AUS,0.015
copul,clent,rural,BGD,0.015
copul,clent,rural,BGR,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,clent,rural,CAN,0.015
copul,clent,rural,CHL,0.015
copul,clent,rural,CHM,0.015
copul,clent,rural,COL,0.015
copul,clent,rural,CRB,0.015
copul,clent,rural,CRI,0.015
copul,clent,rural,CUB,0.015
copul,clent,rural,CYP,0.015
copul,clent,rural,CZE,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504901181313128
copul,clent,rural,DJI,0.015
copul,clent,rural,DZA,0.015
copul,clent,rural,ECU,0.015
copul,clent,rural,EGY,0.015
copul,clent,rural,ERI,0.015
copul,clent,rural,ETH,0.015
copul,clent,rural,FRP,0.015
copul,clent,rural,GRC,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,clent,rural,HND,0.015
copul,clent,rural,HRV,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111258902168505
copul,clent,rural,HUN,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,clent,rural,IND,0.015
copul,clent,rural,IRN,0.015
copul,clent,rural,IRQ,0.015
copul,clent,rural,ISL,0.015
copul,clent,rural,ISR,0.015
copul,clent,rural,ITP,0.015
copul,clent,rural,JOR,0.015
copul,clent,rural,KEN,0.015
copul,clent,rural,KHM,0.015
copul,clent,rural,LBN,0.015
copul,clent,rural,MDG,0.015
copul,clent,rural,MEX,0.015
copul,clent,rural,MMR,0.015
copul,clent,rural,MOR,0.015
copul,clent,rural,MWI,0.015
copul,clent,rural,MYS,0.015
copul,clent,rural,NIC,0.015
copul,clent,rural,NOR,0.015
copul,clent,rural,NPL,0.015
copul,clent,rural,NZL,0.015
copul,clent,rural,OAO,0.015
copul,clent,rural,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,clent,rural,OIO,0.015
copul,clent,rural,OPO,0.015
copul,clent,rural,OSA,0.015
copul,clent,rural,PAK,0.015
copul,clent,rural,PER,0.015
copul,clent,rural,PRK,0.015
copul,clent,rural,PSE,0.015
copul,clent,rural,RAP,0.015
copul,clent,rural,RUS,0.00980769230769231
copul,clent,rural,SLV,0.015
copul,clent,rural,SPP,0.015
copul,clent,rural,SVK,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111180350756603
copul,clent,rural,SYR,0.015
copul,clent,rural,TJK,0.00980769230769231
copul,clent,rural,TUN,0.015
copul,clent,rural,TUR,0.015
copul,clent,rural,UKR,0.00980769230769231
copul,clent,rural,USA,0.015
copul,clent,rural,UZB,0.00980769230769231
copul,clent,rural,VUT,0.015
copul,clent,rural,YEM,0.015
copul,cpigp,Urban,BDI,0.015
copul,cpigp,Urban,BGD,0.015
copul,cpigp,Urban,COD,0.015
copul,cpigp,Urban,CRB,0.015
copul,cpigp,Urban,CRI,0.015
copul,cpigp,Urban,CUB,0.015
copul,cpigp,Urban,DJI,0.015
copul,cpigp,Urban,DOM,0.015
copul,cpigp,Urban,HND,0.015
copul,cpigp,Urban,IND,0.015
copul,cpigp,Urban,ISL,0.015
copul,cpigp,Urban,JAM,0.015
copul,cpigp,Urban,KEN,0.015
copul,cpigp,Urban,KHM,0.015
copul,cpigp,Urban,MMR,0.015
copul,cpigp,Urban,MWI,0.015
copul,cpigp,Urban,MYS,0.015
copul,cpigp,Urban,NIC,0.015
copul,cpigp,Urban,NOR,0.015
copul,cpigp,Urban,NPL,0.015
copul,cpigp,Urban,OAO,0.015
copul,cpigp,Urban,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,cpigp,Urban,OIO,0.015
copul,cpigp,Urban,OPO,0.015
copul,cpigp,Urban,OSA,0.015
copul,cpigp,Urban,PAN,0.015
copul,cpigp,Urban,PHL,0.015
copul,cpigp,Urban,PRK,0.015
copul,cpigp,Urban,RAP,0.015
copul,cpigp,Urban,SLV,0.015
copul,cpigp,Urban,TZA,0.015
copul,cpigp,Urban,UGA,0.015
copul,cpigp,Urban,VEN,0.015
copul,cpigp,Urban,VUT,0.015
copul,cpigp,rural,BDI,0.015
copul,cpigp,rural,BGD,0.015
copul,cpigp,rural,COD,0.015
copul,cpigp,rural,CRB,0.015
copul,cpigp,rural,CRI,0.015
copul,cpigp,rural,CUB,0.015
copul,cpigp,rural,DJI,0.015
copul,cpigp,rural,DOM,0.015
copul,cpigp,rural,HND,0.015
copul,cpigp,rural,IND,0.015
copul,cpigp,rural,ISL,0.015
copul,cpigp,rural,JAM,0.015
copul,cpigp,rural,KEN,0.015
copul,cpigp,rural,KHM,0.015
copul,cpigp,rural,MMR,0.015
copul,cpigp,rural,MWI,0.015
copul,cpigp,rural,MYS,0.015
copul,cpigp,rural,NIC,0.015
copul,cpigp,rural,NOR,0.015
copul,cpigp,rural,NPL,0.015
copul,cpigp,rural,OAO,0.015
copul,cpigp,rural,OBN,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434463877736953
copul,cpigp,rural,OIO,0.015
copul,cpigp,rural,OPO,0.015
copul,cpigp,rural,OSA,0.015
copul,cpigp,rural,PAN,0.015
copul,cpigp,rural,PHL,0.015
copul,cpigp,rural,PRK,0.015
copul,cpigp,rural,RAP,0.015
copul,cpigp,rural,SLV,0.015
copul,cpigp,rural,TZA,0.015
copul,cpigp,rural,UGA,0.015
copul,cpigp,rural,VEN,0.015
copul,cpigp,rural,VUT,0.015
copul,copul,Urban,AFG,-0.284966351273376
copul,copul,Urban,ALB,-0.0984796474115699
copul,copul,Urban,ARG,-0.19996371644078
copul,copul,Urban,ARM,-0.065875383816538
copul,copul,Urban,AUS,-0.20621936020794
copul,copul,Urban,AUT,-0.243827106844391
copul,copul,Urban,BDI,-0.325663874411628
copul,copul,Urban,BEN,-0.335137720376677
copul,copul,Urban,BFA,-0.242428593183324
copul,copul,Urban,BGD,-0.25495196406605
copul,copul,Urban,BGR,-0.098484754244813
copul,copul,Urban,BLR,-0.0693434019735525
copul,copul,Urban,BLT,-0.0693434019735525
copul,copul,Urban,BLX,-0.248001322116387
copul,copul,Urban,BLZ,-0.209900703563761
copul,copul,Urban,BOL,-0.209905744854428
copul,copul,Urban,BRA,-0.174967833605116
copul,copul,Urban,BTN,-0.284954035298314
copul,copul,Urban,BWA,-0.311722951976382
copul,copul,Urban,CAF,-0.336839504733692
copul,copul,Urban,CAN,-0.211627261282086
copul,copul,Urban,CHL,-0.209910840748986
copul,copul,Urban,CHM,-0.129984791850908
copul,copul,Urban,CHP,-0.243827106844391
copul,copul,Urban,CIV,-0.336263030969966
copul,copul,Urban,CMR,-0.335368493217201
copul,copul,Urban,COD,-0.335427092954019
copul,copul,Urban,COG,-0.334479717070985
copul,copul,Urban,COL,-0.219923088836366
copul,copul,Urban,CRB,-0.151403843458795
copul,copul,Urban,CRI,-0.209900703563761
copul,copul,Urban,CUB,-0.209900703563761
