cty,ldf,kcalPerKgGenus,percProtCtyGenus
CZE,Eggs,1430,12.5600688468158
CZE,Milk,473.919172075481,3.15000104039723
CZE,Pork,3759.99918834669,13.9099622834851
CZE,Poultry,2150.00099675059,18.6001136295676
CZE,Sheep,1089.99240022985,16.8798309514541
DEU,Beef,2909.99696667678,17.3197941192048
DEU,Eggs,1430.00382728266,12.5600383417867
DEU,Milk,473.919210090469,3.1499976210274
DEU,Pork,3759.99849840187,13.9099470150374
DEU,Poultry,2149.99727842366,18.5998930580592
DEU,Sheep,1089.99473407056,16.8799368088468
DJI,Beef,2350.00982511299,18.3996855963844
DJI,Eggs,1390.00418170317,12.6000165503142
DJI,Milk,650.001347164219,3.37129569395834
DJI,Pork,2649.99831291966,16.7999460134292
DJI,Poultry,1810.05548325228,19.4999657510788
DJI,Sheep,2291.19406998545,16.4499507201771
DNK,Beef,2910.00058759138,17.3200174971654
DNK,Eggs,1430.00257524648,12.5598903771623
DNK,Milk,473.919268063675,3.15000233187829
DNK,Pork,3760.00125722907,13.9099823987931
DNK,Poultry,2150.00237571073,18.6000049776796
DNK,Sheep,1090.02703224561,16.8801892257193
DOM,Beef,1300.99600719582,19.4354970448799
DOM,Eggs,1540.00181838602,12.4997994427182
DOM,Milk,570.999766982671,3.28002550926551
DOM,Pork,1578.00237695337,19.49985757924
DOM,Poultry,1726.00065082981,17.999918646274
DOM,Sheep,1515.99898051391,18.9192093061944
DZA,Beef,2910.01988799916,17.3195687444392
DZA,Eggs,1429.99841863898,12.559959938854
DZA,Milk,473.919164884124,3.14999226350845
DZA,Pork,3760.00869955322,13.910077110031
DZA,Poultry,2149.99301166276,18.5998478095445
DZA,Sheep,1090.00122970183,16.8799228523905
ECU,Beef,1300.99918255335,19.4354970448799
ECU,Eggs,1540.0027835769,12.4999304105776
ECU,Milk,570.999886201365,3.28000704817353
ECU,Pork,1578.00321456155,19.4998643204542
ECU,Poultry,1725.99942252671,18.000104995144
ECU,Sheep,1515.97120441417,18.9192093061944
EGY,Beef,2909.9987291408,17.3198557086018
EGY,Eggs,1429.99398712365,12.5600187719067
EGY,Milk,652.700491976784,3.37129569395834
EGY,Pork,3760.11013594906,13.9103998164401
EGY,Poultry,2149.99851324697,18.5997759958767
EGY,Sheep,1090.00374176093,16.8799470396915
ERI,Beef,2349.99504817419,18.3995698985583
ERI,Eggs,1389.97377825476,12.5997145480898
ERI,Milk,650.000608534082,3.37129569395834
ERI,Pork,2649.98422577222,16.7998393896808
ERI,Poultry,1810.03068661297,19.5003835826621
ERI,Sheep,2291.19406998545,16.4500119588615
ETH,Beef,2349.99504817419,18.3995698985583
ETH,Eggs,1389.97377825476,12.5997145480898
ETH,Milk,650.000608534082,3.37129569395834
ETH,Pork,2649.98422577222,16.7998393896808
ETH,Poultry,1810.03068661297,19.5003835826621
ETH,Sheep,2291.19406998545,16.4500119588615
FJI,Beef,2909.98952518596,17.3199061244514
FJI,Eggs,1430.00448597417,12.5597732196887
FJI,Milk,473.919473436852,3.15002522272412
FJI,Pork,3759.99451330524,13.9100182058508
FJI,Poultry,2149.99777440946,18.6000801212595
FJI,Sheep,1090.00241077886,16.8799164263328
GAB,Beef,2349.99519600307,18.3997886241353
GAB,Eggs,1389.99881782717,12.6001891476534
GAB,Milk,650.002553234949,3.37129569395834
GAB,Pork,2649.98400292518,16.7998994469583
GAB,Poultry,1810,19.5
GAB,Sheep,2291.19406998545,16.449639704349
GEO,Beef,2910.01004352193,17.3198144339758
GEO,Eggs,1430.00427886603,12.5602848709451
GEO,Milk,478.946323018348,3.15608728652417
GEO,Pork,3760.00557073969,13.9103110909946
GEO,Poultry,2150,18.5998189225894
GEO,Sheep,1090.01811015234,16.8802599339512
GHA,Beef,2350.02727768685,18.4004364429896
GHA,Eggs,1389.97550795129,12.5999517058194
GHA,Milk,650.002266237592,3.37129569395834
GHA,Pork,2649.94923857868,16.8
GHA,Poultry,1809.9975577169,19.5001939460112
GHA,Sheep,2291.19406998545,16.450235609591
GIN,Beef,2350.00944694864,18.3999568139491
GIN,Eggs,1390.0167879127,12.600111919418
GIN,Milk,649.998377986757,3.37129569395834
GIN,Pork,2650.0550660793,16.7997430249633
GIN,Poultry,1809.98045218161,19.4998709106333
GIN,Sheep,2291.19406998545,16.4500614358434
GMB,Beef,2349.97022374727,18.3997391033094
GMB,Eggs,1389.94013624166,12.6000596343953
GMB,Milk,650.00211676051,3.37129569395834
GMB,Pork,2649.91318367853,16.8005084955972
GMB,Poultry,1810.00597966912,19.5003654242243
GMB,Sheep,2291.19406998545,16.4504092441021
GNB,Beef,2349.98718934153,18.3993082244427
GNB,Eggs,1390.01154734411,12.6000769822941
GNB,Milk,649.999105945463,3.37129569395834
GNB,Pork,2649.99351679767,16.8001383083164
GNB,Poultry,1809.98798983325,19.4997625897271
GNB,Sheep,2291.19406998545,16.4497824853414
GNQ,Beef,2349.99519600308,18.3997886241353
GNQ,Eggs,1389.99881782717,12.6001891476534
GNQ,Milk,650.002553234949,3.37129569395834
GNQ,Pork,2649.98400292518,16.7998994469583
GNQ,Poultry,1810,19.5
GNQ,Sheep,2291.19406998545,16.449639704349
GRC,Beef,2910.00378670522,17.3200454404627
GRC,Eggs,1430.0039342051,12.5599497920492
GRC,Milk,474.005310735265,3.15009377949046
GRC,Pork,3759.99985569543,13.910058569617
GRC,Poultry,2150.00331796659,18.6001303765697
GRC,Sheep,1090.00050843641,16.8800889037385
GRL,Beef,2909.99582762115,17.3198426417119
GRL,Eggs,1430.00057494394,12.5599117722386
GRL,Milk,473.919247609591,3.15000057723398
GRL,Pork,3760.00526932252,13.9101523235135
GRL,Poultry,2150.0005861596,18.6000164124688
GRL,Sheep,1089.9997623569,16.8800053577717
GTM,Beef,1301.00419180985,19.4354970448799
GTM,Eggs,1540.00148396744,12.5001426891773
GTM,Milk,570.999723549975,3.27994578012414
GTM,Pork,1578.00786224462,19.5005813631582
GTM,Poultry,1726.00178959124,17.9999583815991
GTM,Sheep,1515.98734712792,18.9192093061944
HND,Beef,1300.99319477653,19.4354970448799
HND,Eggs,1540.00118259224,12.5
HND,Milk,571.000040941151,3.28000547716912
HND,Pork,1577.99682979988,19.4997027937389
HND,Poultry,1725.99976236763,17.9998938238335
HND,Sheep,1516.00296580061,18.9192093061944
HRV,Beef,2910.00426318033,17.3198806309507
HRV,Eggs,1430.00235316056,12.5601054926319
HRV,Milk,473.919261019203,3.15000546234636
HRV,Pork,3759.99913823748,13.9100589230123
HRV,Poultry,2149.99967529727,18.6002714514862
HRV,Sheep,1089.99370673379,16.8802563075691
HTI,Beef,1300.99827595796,19.4354970448799
HTI,Eggs,1539.95660820828,12.4995480021696
HTI,Milk,571.00283286119,3.28
HTI,Pork,1577.99522425249,19.500103820598
HTI,Poultry,1725.99839712087,17.9998790279899
HTI,Sheep,1515.9655347187,18.9192093061944
HUN,Beef,2909.99453733358,17.3198658968948
HUN,Eggs,1429.99986751808,12.5599480670888
HUN,Milk,473.919191573088,3.14999729839076
HUN,Pork,3760.00044326364,13.9100285628008
HUN,Poultry,2149.9988588383,18.6000228232341
HUN,Sheep,1090.00033100526,16.8802753963788
IDN,Beef,2910.00680378919,17.3200921128382
IDN,Eggs,1430.00185196617,12.5600345700352
IDN,Milk,609.992852589488,3.0606370854019
IDN,Pork,3759.99457395888,13.9100439896905
IDN,Poultry,2150.00289756687,18.5998956875926
IDN,Sheep,1090.02169197397,16.8802997436403
IND,Beef,1140.0010467368,19.4354970448799
IND,Eggs,1566.73680721361,12.999879991085
IND,Milk,652.700491976784,3.24946666342013
IND,Pork,1140,19.0001912045889
IND,Poultry,1300.00311012969,19.8583346288085
IND,Sheep,1940.05531056133,18.9192093061944
IRL,Beef,2910.0003093546,17.3199204677442
IRL,Eggs,1430.00049375401,12.5601145509307
IRL,Milk,473.919229238413,3.1499991603941
IRL,Pork,3760.00106093291,13.9100682533508
IRL,Poultry,2149.99986581756,18.6001014419245
IRL,Sheep,1090.00033100526,16.8796133858528
IRN,Beef,2909.98850869657,17.3195140182745
IRN,Eggs,1430.00529460706,12.5603207019136
IRN,Milk,484.499819975076,3.16279630094722
IRN,Pork,1298.21151959288,18.6882690752662
IRN,Poultry,2150.00099814345,18.6000705354707
IRN,Sheep,1090.00353328079,16.8795694833256
IRQ,Beef,2910.02194586686,17.3201658132163
IRQ,Eggs,1429.9941007085,12.5602341025776
IRQ,Milk,525.788264773439,3.21276072480917
IRQ,Pork,3759.99817057528,13.9099861778334
IRQ,Poultry,2149.99600989546,18.5998723166547
IRQ,Sheep,1089.98324431878,16.8797779872238
ISL,Beef,2909.99582762115,17.3198426417119
ISL,Eggs,1430.00057494394,12.5599117722386
ISL,Milk,473.919247609591,3.15000057723398
ISL,Pork,3760.00526932252,13.9101523235135
ISL,Poultry,2150.0005861596,18.6000164124688
ISL,Sheep,1089.9997623569,16.8800053577717
ISR,Beef,2910.00202258319,17.320054028544
ISR,Eggs,1429.99574655725,12.5601432902916
ISR,Milk,473.919206704546,3.15000116052338
ISR,Pork,3759.96841689696,13.9098023733773
ISR,Poultry,2150.00037174199,18.5999866172883
ISR,Sheep,1089.99800447884,16.8801135229818
JAM,Beef,2909.99369114658,17.3201392620978
JAM,Eggs,1429.99557913351,12.5599027409372
JAM,Milk,473.920855930882,3.15000943558776
JAM,Pork,3759.99825738433,13.9099939008452
JAM,Poultry,2150.00028067024,18.6000168402144
JAM,Sheep,1090.00715329829,16.8802289055454
JOR,Beef,2909.99918307328,17.3196634261907
JOR,Eggs,1430.00380907732,12.5599929678572
JOR,Milk,473.919115378131,3.15000206776545
JOR,Pork,3760.00229443313,13.9100008604124
JOR,Poultry,2150.00076944516,18.6000543741248
JOR,Sheep,1090.0015256112,16.8799343987185
JPN,Beef,1250.00179614476,19.4354970448799
JPN,Eggs,1440.00107332606,13.3000751328241
JPN,Milk,539.999564644526,2.9999833540554
JPN,Pork,3949.99440653317,13.2000223738673
JPN,Poultry,1670.00111752429,19.2999465400542
JPN,Sheep,2029.99783743705,18.9192093061944
KAZ,Beef,2909.9987491746,17.319859325776
KAZ,Eggs,1429.99764747398,12.5600384245917
KAZ,Milk,473.919279941684,3.14999546299324
KAZ,Pork,3760.00270411871,13.9099866484139
KAZ,Poultry,2149.99838780753,18.6000437083293
KAZ,Sheep,1089.99610081883,16.879955209406
KEN,Beef,2350.0056105786,18.3997448663206
KEN,Eggs,1390.01207331797,12.6001536604105
KEN,Milk,650,3.37129569395834
KEN,Pork,2650.07611357469,16.7999205771395
KEN,Poultry,1809.94152046784,19.5000943218261
KEN,Sheep,2291.19406998545,16.4498847144988
KGZ,Beef,2910.00412708003,17.3201210042845
KGZ,Eggs,1429.99632573687,12.5597067758789
KGZ,Milk,473.919191027571,3.15000644160307
KGZ,Pork,3759.98612235457,13.9100265988204
KGZ,Poultry,2149.99777332443,18.5998663994656
KGZ,Sheep,1089.9982628777,16.8797196080235
KHM,Beef,2910.00391524853,17.319966856966
KHM,Eggs,1430.00730209183,12.5600274902281
KHM,Milk,610.024103218489,3.06068339713597
KHM,Pork,3760.00185035884,13.9100725605001
KHM,Poultry,2149.98795035546,18.6001325460899
KHM,Sheep,1089.98877145454,16.8798902097777
KOR,Beef,1250.00110153995,19.4354970448799
KOR,Eggs,1440.00015899262,13.3001303739507
KOR,Milk,540.000509668843,3.0000382251632
KOR,Pork,3950.00380305023,13.1999235679661
KOR,Poultry,1669.99722160676,19.2999855804908
KOR,Sheep,2030.01461519267,18.9192093061944
LAO,Beef,2910.00391524853,17.319966856966
LAO,Eggs,1430.00730209183,12.5600274902281
LAO,Milk,610.024103218489,3.06068339713597
LAO,Pork,3760.00185035884,13.9100725605001
LAO,Poultry,2149.98795035546,18.6001325460899
LAO,Sheep,1089.98877145454,16.8798902097777
LBN,Beef,2910.00405387145,17.3201657582992
LBN,Eggs,1429.99855368913,12.5601768631583
LBN,Milk,473.919335138867,3.14999203441134
LBN,Pork,3759.98869737214,13.9098615428087
LBN,Poultry,2150.00222001092,18.6000349978192
LBN,Sheep,1090.00254189234,16.8801204465909
LBR,Beef,2349.96885166471,18.3996677510902
LBR,Eggs,1390.01287737874,12.6000858491916
LBR,Milk,649.984255274483,3.37129569395834
LBR,Pork,2650.03683822755,16.8003368066519
LBR,Poultry,1809.99872139113,19.5000639304437
LBR,Sheep,2291.19406998545,16.4501839989096
LBY,Beef,2910.04573945451,17.3200067762155
LBY,Eggs,1430.0006992355,12.5600177139661
LBY,Milk,473.919667143797,3.14998320070327
LBY,Pork,3760.00368092514,13.9100627290992
LBY,Poultry,2150.00657154957,18.6004059757291
LBY,Sheep,1089.99073215941,16.8795180722892
LKA,Beef,1140,19.4354970448799
LKA,Eggs,1566.73680721361,13
LKA,Milk,645.62382428728,3.14371089528069
LKA,Pork,1140.02179773992,19.0007457121551
LKA,Poultry,1300.00116709266,19.8583346288085
LKA,Sheep,1939.96498815776,18.9192093061944
LSO,Beef,2350.00545173038,18.400244237521
LSO,Eggs,1389.98519980266,12.5999013320178
LSO,Milk,649.999940099459,3.37129569395834
LSO,Pork,2650.01062247716,16.8000849798173
LSO,Poultry,1809.99639710458,19.5003985020689
LSO,Sheep,2291.19406998545,16.4501655020228
MDA,Beef,2909.9795640327,17.3198228882834
MDA,Eggs,1430.00410038666,12.5598292399723
MDA,Milk,473.919418083287,3.15000930848673
MDA,Pork,3760.00577738214,13.909931791519
MDA,Poultry,2150.00239279364,18.6001052829202
MDA,Sheep,1090.01650881919,16.8801228024445
MDG,Beef,2350.00672314105,18.400396665322
MDG,Eggs,1389.96166406361,12.5997444270907
MDG,Milk,649.999778188868,3.37129569395834
MDG,Pork,2649.99029607746,16.7998619886572
MDG,Poultry,1809.99023922462,19.4992893470555
MDG,Sheep,2291.19406998545,16.449890040842
MEX,Beef,1301.00052574759,19.4354970448799
MEX,Eggs,1539.99962371003,12.4998824093847
MEX,Milk,571.000057626224,3.28001535543898
MEX,Pork,1578.00075650197,19.4998773801755
MEX,Poultry,1725.9999415666,18.0000194778002
MEX,Sheep,1515.96990383178,18.9192093061944
MLI,Beef,2349.99783148803,18.4001338281671
MLI,Eggs,1390.0146484375,12.60009765625
MLI,Milk,650.000090008515,3.37129569395834
MLI,Pork,2649.95169665499,16.7996014974037
MLI,Poultry,1810.00841536685,19.500166350275
MLI,Sheep,2291.19406998545,16.4497357322086
MMR,Beef,2910.00391524853,17.319966856966
MMR,Eggs,1430.00730209183,12.5600274902281
MMR,Milk,610.024103218489,3.06068339713597
MMR,Pork,3760.00185035884,13.9100725605001
MMR,Poultry,2149.98795035546,18.6001325460899
MMR,Sheep,1089.98877145454,16.8798902097778
MNG,Beef,1250.00086107428,19.4354970448799
MNG,Eggs,1440.01386962552,13.3001040221914
MNG,Milk,540.000203516386,2.99998228653675
MNG,Pork,3949.9400323304,13.1996662668822
MNG,Poultry,1669.98793117966,19.3000084201072
MNG,Sheep,2030.00054445585,18.9192093061944
MOZ,Beef,2349.94872963427,18.3997949185371
MOZ,Eggs,1390.00489955904,12.6000326637269
MOZ,Milk,650.004525413429,3.37129569395834
MOZ,Pork,2650.00766518473,16.7995298686698
MOZ,Poultry,1809.99506822292,19.4999178037153
MOZ,Sheep,2291.19406998545,16.4494952281128
MRT,Beef,2350.00660472899,18.3998943243362
MRT,Eggs,1389.98895841001,12.5999263894001
MRT,Milk,650.000156961395,3.37129569395834
MRT,Pork,2650.03286409828,16.8000991297893
MRT,Poultry,1810.00536480687,19.4997317596567
MRT,Sheep,2291.19406998545,16.4500811719244
MWI,Beef,2349.9752410358,18.3996970667909
MWI,Eggs,1390.0214794438,12.600143196292
MWI,Milk,649.99436365686,3.37129569395834
MWI,Pork,2649.97994384276,16.7998395507421
MWI,Poultry,1810.00753938336,19.5000198404825
MWI,Sheep,2291.19406998545,16.4499182237201
MYS,Beef,2909.99714868511,17.3195446669445
MYS,Eggs,1429.99845750424,12.5599259602036
MYS,Milk,652.700491976784,3.15001349184934
MYS,Pork,3760.00987147078,13.9101029167528
MYS,Poultry,2150.00060422596,18.6000386704612
MYS,Sheep,1089.99328408328,16.8797850906649
NAM,Beef,2349.99358961383,18.399832655182
NAM,Eggs,1390.00438084112,12.6000292056075
NAM,Milk,650.000036793302,3.37129569395834
NAM,Pork,2650.01389093167,16.7998561880015
NAM,Poultry,1810.00480443629,19.5002228563821
NAM,Sheep,2291.19406998545,16.450006074596
NER,Beef,2350.00222746915,18.3996376650183
NER,Eggs,1389.98300166549,12.59988667777
NER,Milk,650,3.37129569395834
NER,Pork,2650.03186743149,16.7998725302741
NER,Poultry,1810.01383125864,19.5004149377593
NER,Sheep,2291.19406998545,16.4503367190452
NGA,Beef,2350.01375515818,18.4
NGA,Eggs,1389.99872462289,12.599566371784
NGA,Milk,649.994749921249,3.37129569395834
NGA,Pork,2650.05232355335,16.8001240262005
NGA,Poultry,1810.02986951737,19.5003930199654
NGA,Sheep,2291.19406998545,16.4492062970388
NIC,Beef,1300.9902699503,19.4354970448799
NIC,Eggs,1539.99664598357,12.500232917808
NIC,Milk,571.000104221753,3.27998624629174
NIC,Pork,1577.98407487075,19.5007358768255
NIC,Poultry,1725.99933254227,18.0000370809849
NIC,Sheep,1516.01093655869,18.9192093061944
NLD,Beef,2910.00116027726,17.3199314147218
NLD,Eggs,1429.99968233014,12.559960185378
NLD,Milk,473.919269599832,3.15000294222783
NLD,Pork,3760.00357979308,13.9100289929468
NLD,Poultry,2150.00139315866,18.6000612989811
NLD,Sheep,1090.00573284923,16.8798968087139
NOR,Beef,2910.00121333046,17.3199552415876
NOR,Eggs,1429.99836496871,12.5600130802503
NOR,Milk,473.919224190927,3.14999385814035
NOR,Pork,3760.00039021154,13.9100659945273
NOR,Poultry,2150.00267927713,18.599876753252
NOR,Sheep,1090.00446107485,16.8801609628638
NPL,Beef,1249.99391169523,19.4354970448799
NPL,Eggs,1439.99091631657,13.3000264940767
NPL,Milk,652.700491976784,3.37129569395834
NPL,Pork,3950.02607335303,13.2000695289414
NPL,Poultry,1669.99104973789,19.3001747432127
NPL,Sheep,2030.00772341102,18.9192093061944
NZL,Beef,2910.00223098089,17.3199835042625
NZL,Eggs,1429.9981958894,12.5598478995989
NZL,Milk,473.919315153757,3.1500024272827
NZL,Pork,3760.00200852441,13.9099176800362
NZL,Poultry,2149.99902781108,18.5999183361311
NZL,Sheep,1090.00022583049,16.8799259275987
PAK,Beef,1250.00187351524,19.4354970448799
PAK,Eggs,1439.98800059997,13.29998500075
PAK,Milk,652.700491976784,3.37129569395834
PAK,Pork,1298.21151959288,18.6882690752662
PAK,Poultry,1669.99776171479,19.2992850653711
PAK,Sheep,2029.9973301804,18.9192093061944
PAN,Beef,1300.99875465456,19.4354970448799
PAN,Eggs,1540.00824727481,12.5
PAN,Milk,570.999965857878,3.27999100924113
PAN,Pork,1578.00220259156,19.4999648522623
PAN,Poultry,1726.00191138685,17.9999373315786
PAN,Sheep,1515.97058591143,18.9192093061944
PER,Beef,1301.0044133313,19.4354970448799
