cty,ldf,kcalPerKgGenus,percProtCtyGenus
PER,Eggs,1540.00345229362,12.5
PER,Milk,571.000057110519,3.28002585548962
PER,Pork,1577.99390431835,19.4993322146502
PER,Poultry,1725.99866145901,17.9998801306576
PER,Sheep,1516.03281133482,18.9192093061944
PHL,Beef,2910.00900648171,17.3204978664974
PHL,Eggs,1429.9950116588,12.5601791162516
PHL,Milk,610.010662986891,3.06071630182525
PHL,Pork,3760.00352991604,13.9100753889211
PHL,Poultry,2150.00025824712,18.5999907031036
PHL,Sheep,1090.00942507069,16.8795161797047
PNG,Beef,2909.99977756925,17.3199882799791
PNG,Eggs,1429.99789715195,12.560066947072
PNG,Milk,473.919732305898,3.15001354533272
PNG,Pork,3759.99799500963,13.9100521786554
PNG,Poultry,2150.00044939212,18.5999548156593
PNG,Sheep,1089.99686758733,16.8796794096679
POL,Beef,2910.00847727032,17.3201229204196
POL,Eggs,1429.99905479605,12.5600419326843
POL,Milk,473.919279655763,3.15000211988298
POL,Pork,3759.99816408799,13.9099440382676
POL,Poultry,2150.00053054338,18.6000551765118
POL,Sheep,1089.99073215941,16.8795180722892
PRK,Beef,1250,19.4354970448799
PRK,Eggs,1439.99883728919,13.30009037434
PRK,Milk,573.574352608175,3.05851721262268
PRK,Pork,3950.00200171347,13.1999391479106
PRK,Poultry,1670.00498982165,19.3000119225827
PRK,Sheep,2029.98476709693,18.9192093061944
PRT,Beef,2910.00065964852,17.3200420622941
PRT,Eggs,1429.99863386172,12.5600990670598
PRT,Milk,473.919361258581,3.14999627412956
PRT,Pork,3759.99983108393,13.9099564759604
PRT,Poultry,2149.99970402584,18.6000027624255
PRT,Sheep,1089.99633140893,16.879959838582
PRY,Beef,1301.00063002631,19.4354970448799
PRY,Eggs,1540.00070168976,12.4999451804878
PRY,Milk,570.999859090116,3.27999779274028
PRY,Pork,1578.00186463137,19.5000711088236
PRY,Poultry,1726.00737375242,18.0005213764338
PRY,Sheep,1516.05428666005,18.9192093061944
PSE,Beef,2909.99463006378,17.3200089062357
PSE,Eggs,1430.00003839612,12.5600419285602
PSE,Milk,473.91923815001,3.15000469267005
PSE,Pork,3760.00219816453,13.9099851623894
PSE,Poultry,2149.99895386547,18.5998535411654
PSE,Sheep,1090.0095406842,16.8799236745264
ROU,Beef,2910.00464046286,17.3197871311079
ROU,Eggs,1430.00026707262,12.560091338835
ROU,Milk,473.919302140133,3.14999679501237
ROU,Pork,3759.9987877196,13.9099073615727
ROU,Poultry,2150.00286922091,18.6002027582777
ROU,Sheep,1090.00215537149,16.8796378975891
RUS,Beef,2910.00332968653,17.3199194532972
RUS,Eggs,1430.0000276937,12.5599222360998
RUS,Milk,473.91920802198,3.15000458820418
RUS,Pork,3759.99890265831,13.9100528968574
RUS,Poultry,2150.00074723895,18.6000229153279
RUS,Sheep,1089.99328408328,16.8797850906649
RWA,Beef,2350.00617004648,18.4001069474723
RWA,Eggs,1389.96226758194,12.5994453789153
RWA,Milk,650.000348813685,3.37129569395834
RWA,Pork,2650.08643721515,16.8002514537168
RWA,Poultry,1809.99581546187,19.4999476932734
RWA,Sheep,2291.19406998545,16.4494952281128
SAU,Beef,2910.01121355594,17.3197524711355
SAU,Eggs,1429.99324944178,12.5603655686913
SAU,Milk,473.918981880381,3.15003095461479
SAU,Pork,3759.99817057528,13.9099861778334
SAU,Poultry,2150,18.6000431530495
SAU,Sheep,1089.99880796281,16.8799916557397
SDN,Beef,2350.00850223082,18.3996372381515
SDN,Eggs,1389.99383718976,12.5995854109474
SDN,Milk,649.999938778909,3.37129569395834
SDN,Pork,3760.00869955322,13.910077110031
SDN,Poultry,1810.01150747986,19.5
SDN,Sheep,2291.19406998545,16.4501851914778
SEN,Beef,2349.99573280014,18.4001658111947
SEN,Eggs,1389.98325401022,12.5998149127446
SEN,Milk,650,3.37129569395834
SEN,Pork,2650.02966967759,16.8002901035142
SEN,Poultry,1809.99043323767,19.49979499795
SEN,Sheep,2291.19406998545,16.4500347149339
SLB,Beef,2909.99977756925,17.3199882799791
SLB,Eggs,1429.99789715195,12.560066947072
SLB,Milk,473.919732305898,3.15001354533272
SLB,Pork,3759.99799500963,13.9100521786554
SLB,Poultry,2150.00044939212,18.5999548156593
SLB,Sheep,1089.99686758733,16.8796794096679
SLE,Beef,2349.96885166471,18.3996677510902
SLE,Eggs,1390.01287737874,12.6000858491916
SLE,Milk,649.984255274483,3.37129569395834
SLE,Pork,2650.03683822755,16.8003368066519
SLE,Poultry,1809.99872139113,19.5000639304437
SLE,Sheep,2291.19406998545,16.4501839989096
SLV,Beef,1300.99297187883,19.4354970448799
SLV,Eggs,1539.99482950558,12.4999340498161
SLV,Milk,571.000008403197,3.27999170884605
SLV,Pork,1577.99038823555,19.4999224857706
SLV,Poultry,1725.99800226242,18.0001197382145
SLV,Sheep,1515.99898051391,18.9192093061944
SOM,Beef,2349.99504817419,18.3995698985583
SOM,Eggs,1389.97377825476,12.5997145480898
SOM,Milk,650.000608534082,3.37129569395834
SOM,Pork,2649.98422577222,16.7998393896808
SOM,Poultry,1810.03068661297,19.5003835826621
SOM,Sheep,2291.19406998545,16.4500119588615
SVK,Beef,2909.99154109736,17.3192447203544
SVK,Eggs,1429.99765714156,12.559988512436
SVK,Milk,473.919275358373,3.15000024022331
SVK,Pork,3760.00059492922,13.9099409367491
SVK,Poultry,2149.99684438616,18.5998892028919
SVK,Sheep,1090.00819876662,16.8801910669091
SVN,Beef,2909.99774184364,17.3200593011497
SVN,Eggs,1429.99675389082,12.5601882743323
SVN,Milk,473.919191889009,3.14999760949271
SVN,Pork,3760.00216924781,13.9099917103744
SVN,Poultry,2150.00061106019,18.5999388939811
SVN,Sheep,1090.01158515086,16.8800685035007
SWE,Beef,2910.00165061312,17.3199899898301
SWE,Eggs,1429.99955519972,12.5600480384307
SWE,Milk,473.919208547105,3.14999480071262
SWE,Pork,3760.00114903602,13.9099881467863
SWE,Poultry,2149.995973852,18.6000717386371
SWE,Sheep,1090.00411918166,16.8800631607854
SWZ,Beef,2350.00545173038,18.400244237521
SWZ,Eggs,1389.98519980266,12.5999013320178
SWZ,Milk,649.999940099459,3.37129569395834
SWZ,Pork,2650.01062247716,16.8000849798173
SWZ,Poultry,1809.99639710458,19.5003985020689
SWZ,Sheep,2291.19406998545,16.4501655020228
SYR,Beef,2909.99634885767,17.3198819663496
SYR,Eggs,1430.00084413201,12.5600953280238
SYR,Milk,475.66346098252,3.1521068407705
SYR,Pork,3759.99780041517,13.909968243494
SYR,Poultry,2149.9969922045,18.5998535026663
SYR,Sheep,1089.98394766333,16.8797891995033
TCD,Beef,2350.00222746915,18.3996376650183
TCD,Eggs,1389.98300166549,12.59988667777
TCD,Milk,650,3.37129569395834
TCD,Pork,2650.03186743148,16.7998725302741
TCD,Poultry,1810.01383125864,19.5004149377593
TCD,Sheep,2291.19406998545,16.4503367190452
TGO,Beef,2349.97157014053,18.3998050523922
TGO,Eggs,1389.97650743931,12.5998433829287
TGO,Milk,649.996702644479,3.37129569395834
TGO,Pork,2650.08825012607,16.8003025718608
TGO,Poultry,1810.00124980906,19.5002615341175
TGO,Sheep,2291.19406998545,16.4500484966052
THA,Beef,2910.02194586686,17.3201658132163
THA,Eggs,1430.00378027858,12.5598301782547
THA,Milk,610.000530786904,3.06061839201899
THA,Pork,3759.99062411548,13.9099207472403
THA,Poultry,2150.00164527032,18.6000159826259
THA,Sheep,1089.99281725712,16.8794457702912
TJK,Beef,2909.99381343321,17.3207149664755
TJK,Eggs,1429.98582230624,12.5597826086957
TJK,Milk,473.919346095515,3.14999116839137
TJK,Pork,3760.01240245982,13.9098754586326
TJK,Poultry,2149.97747045163,18.5990086998718
TJK,Sheep,1089.99853842649,16.8803143242802
TKM,Beef,2909.99765006919,17.3199395189525
TKM,Eggs,1429.99777728384,12.5601244721049
TKM,Milk,473.9190563621,3.14999412268198
TKM,Pork,3760.03824091778,13.9101338432122
TKM,Poultry,2149.97350291468,18.5998183057007
TKM,Sheep,1089.99546793564,16.8796736913664
TLS,Beef,2909.99977756925,17.3199882799791
TLS,Eggs,1429.99789715195,12.560066947072
TLS,Milk,473.919732305898,3.15001354533272
TLS,Pork,3759.99799500963,13.9100521786554
TLS,Poultry,2150.00044939211,18.5999548156593
TLS,Sheep,1089.99686758733,16.8796794096679
TUN,Beef,2910.01505152252,17.3196711821234
TUN,Eggs,1429.99736875222,12.5602040933063
TUN,Milk,473.919480866341,3.15001956533891
TUN,Pork,3760.00869955322,13.910077110031
TUN,Poultry,2150.00041998102,18.6001192746088
TUN,Sheep,1090.00323305341,16.8798547612929
TUR,Beef,2910.00099611515,17.3199521864728
TUR,Eggs,1430.00018647555,12.559749874129
TUR,Milk,475.367253345057,3.15175817572022
TUR,Pork,3759.99817057528,13.9099861778334
TUR,Poultry,2149.99636988456,18.6001064833862
TUR,Sheep,1090.00172483183,16.8803541654689
TZA,Beef,2350.00397370542,18.4005267998047
TZA,Eggs,1390.01070281841,12.6000713521227
TZA,Milk,650.000302621306,3.37129569395834
TZA,Pork,2650.06579613321,16.7999460134292
TZA,Poultry,1809.98798983325,19.4997625897271
TZA,Sheep,2291.19406998545,16.4500322862461
UGA,Beef,2350.0056105786,18.3997448663206
UGA,Eggs,1390.01207331797,12.6001536604105
UGA,Milk,650,3.37129569395834
UGA,Pork,2650.07611357469,16.7999205771395
UGA,Poultry,1809.94152046784,19.5000943218261
UGA,Sheep,2291.19406998545,16.4498847144988
UKR,Beef,2909.998099943,17.3201596047881
UKR,Eggs,1429.99943485264,12.5599291681973
UKR,Milk,473.919321745924,3.14999506972546
UKR,Pork,3759.99973822675,13.9099761786341
UKR,Poultry,2150,18.6000104613453
UKR,Sheep,1089.96465212518,16.8796879041297
URY,Beef,1301.00057578206,19.4354970448799
URY,Eggs,1540.00201236346,12.4999213920524
URY,Milk,570.999976226169,3.28000374011267
URY,Pork,1578.00254365461,19.5002062422659
URY,Poultry,1726.00241982217,18.0000339454013
URY,Sheep,1516.00242735662,18.9192093061944
USA,Beef,2909.99827942488,17.3199348614589
USA,Eggs,1429.9983543545,12.5600954474393
USA,Milk,473.919214290906,3.15000576254847
USA,Pork,3759.99556391657,13.909996796162
USA,Poultry,2149.99994407328,18.5999975392242
USA,Sheep,1089.99281725712,16.8794457702912
UZB,Beef,2909.99765006919,17.3199395189526
UZB,Eggs,1429.99777728384,12.5601244721049
UZB,Milk,473.9190563621,3.14999412268198
UZB,Pork,3760.03824091778,13.9101338432122
UZB,Poultry,2149.97350291468,18.5998183057007
UZB,Sheep,1089.99546793564,16.8796736913664
VEN,Beef,1300.99959786293,19.4354970448799
VEN,Eggs,1540.00281544742,12.4996480690723
VEN,Milk,570.999858966835,3.27999301865153
VEN,Pork,1578.00138568874,19.5003464221839
VEN,Poultry,1725.99881536962,18.000012737961
VEN,Sheep,1516.05989515452,18.9192093061944
VNM,Beef,2910.00391524853,17.319966856966
VNM,Eggs,1430.00730209183,12.5600274902281
VNM,Milk,610.024103218489,3.06068339713597
VNM,Pork,3760.00185035884,13.9100725605001
VNM,Poultry,2149.98795035546,18.6001325460899
VNM,Sheep,1089.98877145454,16.8798902097777
VUT,Beef,2909.99977756925,17.3199882799791
VUT,Eggs,1429.99789715195,12.560066947072
VUT,Milk,473.919732305898,3.15001354533272
VUT,Pork,3759.99799500963,13.9100521786554
VUT,Poultry,2150.00044939212,18.5999548156593
VUT,Sheep,1089.99686758733,16.8796794096679
YEM,Beef,2909.99666110184,17.3195325542571
YEM,Eggs,1430.00956861494,12.5600031895383
YEM,Milk,473.919986726673,3.15000933280793
YEM,Pork,3760.11013594906,13.9103998164401
YEM,Poultry,2150.00260481486,18.6001146118536
YEM,Sheep,1090.0005009769,16.8804168127849
ZAF,Beef,2350.00223661791,18.4000455456738
ZAF,Eggs,1389.99937800044,12.6000147018078
ZAF,Milk,650.000137465359,3.37129569395834
ZAF,Pork,2650.00766518473,16.7995298686698
ZAF,Poultry,1809.99927251564,19.5000529079534
ZAF,Sheep,2291.19406998545,16.4495317377732
ZMB,Beef,2350.00672314105,18.400396665322
ZMB,Eggs,1390.01189060642,12.5999268270374
ZMB,Milk,650.000591042165,3.37129569395834
ZMB,Pork,2649.99591736752,16.8000326610599
ZMB,Poultry,1810.00584835558,19.4999655979084
ZMB,Sheep,2291.19406998545,16.4502525603596
ZWE,Beef,2350.00672314105,18.400396665322
ZWE,Eggs,1390.01189060642,12.5999268270374
ZWE,Milk,650.000591042165,3.37129569395834
ZWE,Pork,2649.99591736752,16.8000326610599
ZWE,Poultry,1810.00584835558,19.4999655979084
ZWE,Sheep,2291.19406998545,16.4502525603596
BLT,Beef,2910.00018869029,17.3200097755617
BLT,Eggs,1429.99963554371,12.5600073948662
BLT,Milk,473.919255282225,3.15000046507269
BLT,Pork,3759.99896758357,13.9099875036968
BLT,Poultry,2150.00002423516,18.5999921625721
BLT,Sheep,1090.00787002637,16.8798332839574
BLX,Beef,2909.99990295639,17.3199659460379
BLX,Eggs,1430.00260660927,12.5598899109169
BLX,Milk,473.919226842663,3.15000622455056
BLX,Pork,3760.00168251175,13.9099843370904
BLX,Poultry,2149.99902593928,18.600067824794
BLX,Sheep,1090.00646450076,16.8802151129188
CHM,Beef,1250,19.4354970448799
CHM,Eggs,1439.99883728919,13.30009037434
CHM,Milk,573.574352608175,3.05851721262268
CHM,Pork,3950.00200171347,13.1999391479106
CHM,Poultry,1670.00498982165,19.3000119225827
CHM,Sheep,2029.98476709693,18.9192093061944
CHP,Beef,2909.99634885767,17.3198819663496
CHP,Eggs,1430.00421445288,12.5599662843769
CHP,Milk,473.919300238982,3.15000446036613
CHP,Pork,3759.99780041517,13.909968243494
CHP,Poultry,2149.9969922045,18.5998535026663
CHP,Sheep,1089.98394766333,16.8797891995033
CRB,Beef,2768.29828688671,17.5735154819481
CRB,Eggs,1430.00127893358,12.5600624116068
CRB,Milk,514.123218856897,3.20382872700111
CRB,Pork,3593.82509320513,14.3357316642162
CRB,Poultry,2126.45619389847,18.566686588466
CRB,Sheep,1117.37379291858,17.0160908883234
FNP,Beef,2909.99581280872,17.3199933277277
FNP,Eggs,1429.99530484942,12.5597513805978
FNP,Milk,473.919249560826,3.14999750903641
FNP,Pork,3760.00065989178,13.910023756104
FNP,Poultry,2150.00221419489,18.5998696788152
FNP,Sheep,1090.04474272931,16.8799936081815
FRP,Beef,2910.00093957993,17.3200133064834
FRP,Eggs,1429.9978014916,12.5599093538076
FRP,Milk,473.919204809057,3.14999766839139
FRP,Pork,3759.99876606049,13.9099258436633
FRP,Poultry,2150.0012464787,18.5999551267669
FRP,Sheep,1089.99887659383,16.8805819243948
GSA,Beef,1300.99630154397,19.4354970448799
GSA,Eggs,1540.01282385444,12.5
GSA,Milk,571.000100934114,3.28000200172361
GSA,Pork,1577.99653092799,19.4999219910106
GSA,Poultry,1726.00038134302,18.0000002446919
GSA,Sheep,1516.01741682613,18.9192093061944
ITP,Beef,2910.00201205664,17.3199742303699
ITP,Eggs,1430.0031233016,12.5601148434022
ITP,Milk,485.422752836857,3.16391975784633
ITP,Pork,3759.99993437141,13.9100601326653
ITP,Poultry,2150.00015154274,18.6000695749546
ITP,Sheep,1089.98748257568,16.8801469937967
MOR,Beef,2909.99460281635,17.3200529905304
MOR,Eggs,1430.00031493087,12.5600730639625
MOR,Milk,473.91920613347,3.14998769052374
MOR,Pork,3760.03824091778,13.9101338432122
MOR,Poultry,2150.00199485896,18.6000649754062
MOR,Sheep,1090.0034688559,16.8799864803565
OAO,Beef,2350.00617004648,18.4001069474723
OAO,Eggs,1390.00202388181,12.6003508061796
OAO,Milk,650.000302151056,3.37129569395834
OAO,Pork,2650.00105572591,16.8001182413014
OAO,Poultry,1810.00158387855,19.4999817244782
OAO,Sheep,2291.19406998545,16.4499210110585
OBN,Beef,2910.0044190118,17.3199267311453
OBN,Eggs,1429.99764041155,12.5600222863105
OBN,Milk,473.919208015022,3.15000241526652
OBN,Pork,3759.99827219697,13.9099726739463
OBN,Poultry,2149.9998631094,18.5998201993204
OBN,Sheep,1089.99934902264,16.8799167890663
OIO,Beef,2491.20749151958,18.1278316888944
OIO,Eggs,1402.93997660846,12.5869998282822
OIO,Milk,622.235045106236,3.3605800316414
OIO,Pork,2769.61064314489,16.4885778044697
OIO,Poultry,1841.50043817931,19.4166364745031
OIO,Sheep,2291.19406998545,16.4735580367108
OPO,Beef,2909.99977756925,17.3199882799791
OPO,Eggs,1429.99789715195,12.560066947072
OPO,Milk,473.919732305898,3.15001354533272
OPO,Pork,3759.99799500963,13.9100521786554
OPO,Poultry,2150.00044939211,18.5999548156593
OPO,Sheep,1089.99686758733,16.8796794096679
OSA,Beef,2910.00956050642,17.3201610800475
OSA,Eggs,1429.99917707852,12.5600519859366
OSA,Milk,633.137091881446,3.10497606902905
OSA,Pork,3760.01005120918,13.9096604250968
OSA,Poultry,2150.0004602992,18.6000460299194
OSA,Sheep,1089.98270893372,16.8797694524496
RAP,Beef,2909.99135467557,17.3197108183689
RAP,Eggs,1430.00053617968,12.5600708087455
RAP,Milk,473.921595909363,3.15000924714616
RAP,Pork,3759.99817057528,13.9099861778334
RAP,Poultry,2150.00049480567,18.599981980005
RAP,Sheep,1089.99884389649,16.8801464928094
SPP,Beef,2910.00489103853,17.320204929574
SPP,Eggs,1430.00017499956,12.560010266641
SPP,Milk,473.919282264882,3.14999155271346
SPP,Pork,3760.00142335247,13.9099492337619
SPP,Poultry,2149.99978697751,18.6000587942075
SPP,Sheep,1090.00613329699,16.8800258961428
UKP,Beef,2910.00336282093,17.3199003506942
UKP,Eggs,1430.0031399335,12.5601641367979
UKP,Milk,473.919319656054,3.15000067401015
UKP,Pork,3760.00111756337,13.9100103589528
UKP,Poultry,2149.99869275675,18.6000171809113
UKP,Sheep,1089.99722750317,16.8795548162231
